language,title,author,lyrics
indonesia,Ajaiblah Firman Hidup,Philip P. Bliss,"Nyanyikan lagu pujian tentang firman hidup.
Nyatakanlah keindahan dari firman hidup.
Firman hidup dan indah, kuatkanlah imanku.
Firman indah, firman ajaib, firman memberi hidup.
Firman indah, Firman ajaib, Firman memberi hidup.

Kristus yang telah diurapi memberi firman hidup.
Orang berdosa dengarlah suara Firman Hidup,
yang memberi kelepasan dan membawa ke surga.

Bergema panggilan Injil tentang Firman Hidup,
memberikan pengampunan serta kedamaian.
Hanya Yesus Juruselamat, menguduskan selamanya."
english,Wonderful Words Of Life,Philip P. Bliss,"Sing them over again to me,
wonderful words of life.
Let me more of their beauty see,
wonderful words of life.
Words of life and beauty, teach me faith and duty.
Beautiful words, wonderful words,
wonderful words of life.
Beautiful words, wonderful words,
wonderful words of life.

Christ, the blessed One, gives to all
wonderful words of life.
Sinner, list to the loving call,
wonderful words of life.
all so freely given, wooing us to heaven.

Sweetly echo the Gospel call,
wonderful words of life;
offer pardon and peace to all,
wonderful words of life.
Jesus, only Savior, sanctify us forever."
indonesia,Roh Kebenaran Penuhi Daku,E. H. Stokes D. D.,"Roh Kebenaran berdiam dan bekerja dalamku,
memberi sinar cahaya agar ku mengenal Hu.
Penuhlah, penuhlah, Yesus penuhilah daku.
Mulia kuasa Rohul Kudus, kini penuhi hatiku.

Oh, sucikan pialaku dari cemar dan dosa.
Firman-Mu kuduskan daku agar ku hidup berkuasa.

Bagaikan rusa dahaga, aku rindu anugerah.
Air Hidup alirkanlah lebih banyak dan limpah."
english,Fill Me Now,E. H. Stokes D. D.,"Hover over me, Holy Spirit,
bathe my trembling heart and brow.
Fill me with Thy hallowed presence,
Come, O come and fill me now.
Fill me now, fill me now,
Holy Spirit, fill me now.
Fill me with Thy hallowed presence,
Come, O come and fill me now.

Thou canst fill me, gracious Spirit,
though I cannot tell Thee how.
But I need Thee, greatly need Thee,
Come, O come and fill me now.

I am weakness, full of weakness,
at Thy sacred feet I bow.
Blest, divine, eternal Spirit,
fill with power, and fill me now.

Cleanse and comfort, wholly save me,
bathe, O bathe my heart and brow.
Thou dost sanctify and seal me,
Thou art sweetly filling now."
indonesia,Penuhi Cawanku,Richard Blanchard,"Seperti perempuan Samaria ku mencari
hal yang tak puaskan hati.
Ku mendengar Yesus berkata,
""Minum air hidup kau tak dahaga.""
Penuhi cawanku ini, Tuhan,
Puaskan dahaga jiwaku!
Roti surga kenyangkanlah hatiku!
Inilah cawanku, penuhi, Tuhan.

Tak terbilang orang yang merindukan
nikmatnya dunia yang fana,
tetapi tiada harta indah
setara Yesus Kristus Tuhanku.

Hai Saudara, bila jiwamu haus,
jangan kau kejar yang fana.
Kau pasti diselamatkan Tuhan
bila engkau berdoa pada-Nya."
english,"Fill My Cup, Lord",Richard Blanchard,"Like the woman at the well, I was seeking
for things that could not satisfy.
And then I heard my Savior speaking,
""Draw from my well that never shall run dry.""
Fill my cup, Lord; I lift it up, Lord.
Come and quench this thirsting of my soul.
Bread of heaven, feed me till I want no more.
Fill my cup, fill it up and make me whole.

There are millions in this world who are seeking
for pleasures earthly goods afford.
But none can match the wondrous treasure
that I find in Jesus Christ, my Lord.

So my brother, if the things that this world gives you,
leave hungers that will not pass away,
My blessed Lord will come and save you,
If you kneel to him and humbly pray."
indonesia,Jalan Salib Perlulah Korban,Mary E. Maxmell,"Jalan salib perlulah korban,
serahkan semua pada Hu.
Letakkanlah semua di atas mezbah,
api barulah kan nyata.
Ini jalan salib, relakah kautempuh?
Sudahkah kautanggung salibmu?
Kau yang telah serahkan semua pada Hu,
setiakah kau pada Hu?

Meski menderita kerugian,
haruslah tetap setia,
Hingga sampai tiap hari dipenuhi
hidup yang berkelimpahan.

Untung rugi tak jadi soal,
kehendak Allah kuterima.
Semuanya kupandang sebagai sampah,
Kristuslah keuntunganku."
english,The Way Of The Cross Means Sacrifice,Mary E. Maxmell,"The way of the Cross means sacrifice,
as to God you yield your all.
To be laid on the altar, the place of death,
Where fire will surely fall.
It is the way of the Cross, are you willing for this?
What does bearing the Cross mean to you?
You who have given yourself, your all to God!
To God are you wholly true?

As the voice of song and prayer we raise,
how easy to say, ""We give all.""
Till some rougher cross lies just before,
And sterner is duty is call.

Do you falter then, or true to death,
Just die on the cross in the way,
Till the fulness of life from the Living One
Is filling you day by day?

It is the plan of life, for you die to live,
One with Jesus crucified;
With the life alone to be lived through you,
Of the Risen, the Glorified."
indonesia,Hidup Bagi Yesus,Thomas O. Chisholm,"Hidup bagi Yesus hidup yang benar,
tinggalkan dunia dan dosa cemar.
Serahkan semuanya kelak hati gemar,
Jalan inilah beri berkat besar.
O, Yesus Juruselamat, kuserahkan hidupku;
karena Tuhan telah serahkan hidup-Mu gantiku.
Ku tiada lain Tuhan, hatiku takhta-Mu.
Ku berserah, O, terimalah hidupku, ya Tuhan.

Hidup bagi Yesus penggantiku,
siksa ditanggung-Nya di Kalvari.
Kasih-Nya menarikku merindu,
kuikut Tuhan berserah diri.

Hidup bagi Yesus di ladang-Nya,
beritakan Injil, kabarkan selamat.
Cari akan orang yang belum dengar,
domba terhilang hantar pada-Nya."
english,Living For Jesus,Thomas O. Chisholm,"Living for Jesus, a life that is true,
striving to please Him in all that I do.
Yielding allegiance, glad-hearted and free,
This is the pathway of blessing for me.
O Jesus, Lord and Savior, I give myself to Thee,
For Thou, in Thy atonement, didst give Thyself for me.
I own no other Master, my heart shall be Thy throne;
My life I give, henceforth to live, O Christ, for Thee alone.

Living for Jesus Who died in my place,
bearing on Calvary my sin and disgrace.
Such love constrains me to answer His call,
Follow His leading and give Him my all.

Living for Jesus, wherever I am,
doing each duty in His holy name,
Willing to suffer affliction and loss,
Deeming each trial a part of my cross.

Living for Jesus through earth is little while,
my dearest treasure, the light of His smile.
Seeking the lost ones He died to redeem,
Bringing the weary to find rest in Him."
indonesia,Pakai Hidupku Ini,Frances R. Havergal,"Pakai hidupku ini,
seluruh roh dan jiwaku.
Pakai tanganku ini,
hatiku digerakkan,
digerakkan kasih-Mu.

Pakai kakiku ini,
tiap langkah ikut-Mu.
Pakai suaraku ini,
selamanya memuji,
memuji Kristus Tuhan.

Pakai mulutku ini,
memberitakan Injil-Mu.
Pakai hartaku ini,
seluruhnya bagi-Mu,
bagi-Mu kurelalah.

Pakai kasihku ini,
kusembahkan pada-Mu.
Pakai diriku ini,
selamanya bagi-Mu,
bagi-Mu kusembahkan."
english,Take My Life and Let It Be,Frances R. Havergal,"Take my life and let it be
consecrated, Lord, to Thee.
Take my moments and my days;
let them flow in endless praise,
let them flow in endless praise.

Take my hands and let them move
at the impulse of Thy love.
Take my feet and let them be
swift and beautiful for Thee,
swift and beautiful for Thee.

Take my voice and let me sing,
always, only, for my King.
Take my lips and let them be
filled with messages from Thee,
filled with messages from Thee.

Take my silver and my gold;
not a mite would I withhold.
Take my intellect and use
every power as Thou shalt choose,
every power as Thou shalt choose.

Take my will and make it Thine;
it shall be no longer mine.
Take my heart, it is Thine own;
it shall be Thy royal throne,
it shall be Thy royal throne.
"
indonesia,Memancarkan Keindahan-Mu,Albert W. T. Orsborn,"Tuhan, ku ingin dapat memancarkan
Kasih-Mu indah penuh kemurnian.
Budi bahasaku dihaluskan Roh-Mu,
Hingga memancarkan keindahan-Mu."
english,Let The Beauty of Jesus be Seen in Me,Albert W. T. Orsborn,"Let the beauty of Jesus be seen in me;
All His wonderful passion and purity.
O Thou Spirit Divine, all my nature refine,
Till the beauty of Jesus be seen in me."
indonesia,Bagi Yesus Tuhanku,Mary D. James,"Kuserahkan bagi Yesus, semua yang kumiliki.
Pikiran perbuatanku, kuserahkan bagi-Mu.
Bagi Yesus, bagi Yesus, semua yang kumiliki.
Bagi Yesus, bagi Yesus, semua yang kumiliki.

Tangan kuserah bagi Yesus, tiap langkah ikut-Mu.
Mataku memandang Yesus, mulutku memuji Hu.
Bagi Yesus, bagi Yesus, mulutku memuji Hu.
Bagi Yesus, bagi Yesus, mulutku memuji Hu.

Semenjak kupandang Yesus, kusampahkan dunia.
Bila kuingat salib-Mu, ku menjadi milik-Mu.
Bagi Yesus, bagi Yesus, ku menjadi milik-Mu.
Bagi Yesus, bagi Yesus, ku menjadi milik-Mu.

O, betapa mengagumkan, Yesus Sang Raja mulia.
Dengan kasih Kau panggilku, ku berlindung pada-Mu.
Bagi Yesus, bagi Yesus, ku berlindung pada-Mu.
Bagi Yesus, bagi Yesus, ku berlindung pada-Mu."
indonesia,Ku Mau seperti Hu,Thomas O. Chisholm,"Ku mau seperti Hu, Yesus yang mulia,
inilah doa dan harapan.
Ku mau sampahkan kekayaanku
untuk dapatkan Yesus Kristus.
Yesus ku rindu seperti Dikau;
Yesus yang mulia, seperti Dikau.
Seperti manis-Mu, seperti setia-Mu,
dalam hatiku seperti Dikau.

Ku mau seperti Hu yang lemah lembut,
penuhlah rahmat pengasihan.
Selalu menolong yang tawar hati
serta mencari yang berdosa.

Ku mau seperti Hu yang panjang sabar,
dan rendah hati tiada cemar.
Sabar menanggung aniaya siksa
untuk selamatkan manusia."
english,Ke mana Saja,Stephen Tong,"Ke mana saja ku telah sedia,
pimpinan Tuhan tak pernah bersalah.
Tolong ku taat memikul salibku;
Tuhan, pimpinan-Mu sempurna.
Dalam kota besar atau dalam rimba,
Jiwa sama berharga di mata-Mu.
Ke mana saja ku telah sedia,
ku mau cinta yang dicinta Hu."
indonesia,Utus Aku dalam Misi-Mu,Stephen Tong,"Utus aku dalam misi-Mu,
oh Tuhanku, nyatakan kehendak-Mu.
Pakaiku sebagai alat-Mu,
Agar insan-Mu dengar Injil Kristus.
Dekat jauh ku mau turut perintah-Mu,
mudah atau susah, Tuhan, jalan-Mu kutempuh.
Utus aku dalam misi-Mu,
oh Tuhan, terimalah seruanku."
indonesia,Pimpinlah Niat Hamba,Will H. Houghton,"Pimpinlah niat hamba
mengantar jiwa pada-Mu.
Banyaklah dalam dosa
sesat terbelenggu.
Bimbinglah hidup hamba
membawa Injil-Mu,
Mempersembahkan jiwa
satu demi satu."
english,Lead Me To Some Soul Today,Will H. Houghton,"Lead me to some soul today,
O teach me, Lord, just what to say.
Friends of mine are lost in sin
and cannot find their way.
Few there are who seem to care
and few there are who pray.
Melt my heart and fill my life,
give me one soul today."
indonesia,Sukacita dalam Melayani Raja,Alfred H. Ackley,"Ku bersukacita kerja bagi Dia,
Raja atas segala raja.
Hatiku penuh sukacita damai
sebab bekerja bagi Dia.
Ku mau persembahkan semua
bekerja bagi Raja.
Ada sukacita damai
sebab bekerja bagi Dia.

Ku bersukacita kerja bagi Dia,
Raja atas segala raja.
Setiap langkahku taat pimpinan-Nya,
tiada gentar bagi Dia.

Ku bersukacita kerja bagi Dia,
Raja atas segala raja.
Kuserahkan segenap bakat kepada-Nya,
setia kerja bagi Dia."
english,In The Service Of The King,Alfred H. Ackley,"I am happy in the service of the King,
I am happy, O so happy!
I have peace and joy that nothing else can bring,
In the service of the King.
In the service of the King,
every talent I will bring.
I have peace and joy and blessing
In the service of the King.

I am happy in the service of the King,
I am happy, O so happy!
Through the sunshine and the shadow I can sing,
In the service of the King.

I am happy in the service of the King,
I am happy, O so happy!
To His guiding hand forever I will cling,
In the service of the King.

I am happy in the service of the King,
I am happy, O so happy!
All that I possess to Him I gladly bring,
In the service of the King."
indonesia,Angkat Suaramu,William F. Sherwin,"Angkat suaramu, pandanglah musuh,
turut perintah-Nya, maju terus.
Pakai firman-Nya, tinggal setia,
Tuhan tolong kita selamanya.
Maju, maju, tetaplah percaya.
maju, maju, maju dalam perang.
Maju, maju, sorak, ""Haleluya!""
Tuhan Raja Gereja yang menang.

Kami hamba-Nya dengan kuasa-Nya
membawa kabar kasih-Nya.
Tengah bahaya pun tak nanti gentar,
karena Tuhanlah Raja benar.

Tuhan, pada-Mu kami berseru,
berilah kuasa-Mu selamanya.
Kelak sehabis perang, semua yang menang
berkumpul bersama di surga."
english,Sound The Battle Cry,William F. Sherwin,"Sound the battle cry! See, the foe is nigh;
raise the standard high for the Lord.
Gird your armor on, stand firm every one,
Rest your cause upon His holy Word.
Rouse, then, soldiers, rally round the banner.
Ready, steady, pass the word along.
Onward, forward, shout aloud, ""Hosanna!""
Christ is Captain of the mighty throng.

Strong to meet the foe, marching on we go,
while our cause we know must prevail.
Shield and banner bright, gleaming in the light,
Battling for the right we never can fail.

O Thou God of all, hear us when we call,
help us one and all by Thy grace.
When the battle is done, and the victory is won,
May we wear the crown before Thy face."
indonesia,Pakailah Ku Bagai Pelita,Jean Baptiste Calkin,"Pakailah ku bagai pelita
menyinari dunia,
meski kecil namun terang
di mana pun juga.

Pakailah ku bagai lagu
menghibur yang susah,
dan menguatkan yang lemah
menjadi gembira.

Pakailah ku bagai tongkat
pesandar yang lelah,
segenap tenaga kesehatan
untuk pelayanan."
indonesia,Korban Hidup,Stephen Tong,"Tuhan ku berserah jadi korban hidup.
Roh-Mu dan darah-Mu bakar sucikan terus.
Berikanku firman-Mu, curahkan kasih-Mu.
Pakailah hidupku mengabarkan Injil-Mu."
indonesia,Api Roh Kudus,F. Houghton,"Api Roh Kudus, bakar hatiku
dengan kasih yang murni dari Kalvari.
Roh Pentakosta, giat bagi nama Hu;
api Roh Kudus, bakar hatiku."
english,Let The Fire Burn On,F. Houghton,"Let the fire burn on, in my heart, O Lord,
with a pure and cleansing flame, love from Calvary.
Power from Pentecost, zeal for Thy Holy name;
Let the fire burn on, Let the fire burn on."
indonesia,Berilah Terang,Charles H. Gabriel,"Berkumandang suara dari seberang,
""Berilah terang, berilah terang.""
Banyak jiwa dalam dosa mengerang,
berilah terang, berilah terang.
Berilah terang, pelita Injili
menyentak yang terlelap.
Berilah terang, pelita Injili
menyentak yang terlelap.

Kita telah dengar jeritan dari jauh,
""Berilah terang, berilah terang.""
Bantuanmu berikan janganlah jemu,
berilah terang, berilah terang.

Jangan kita tinggal diam mendengar,
""Berilah terang, berilah terang.""
Injil Tuhan haruslah kita sebar,
berilah terang, berilah terang.

Jangan lelah dalam karya kasih-Nya,
""Berilah terang, berilah terang.""
Berbuah segera dan menangkan jiwa,
berilah terang, berilah terang."
english,Send The Light,Charles H. Gabriel,"There is a call comes ringing over the restless wave,
""Send the light! Send the light!""
There are souls to rescue, there are souls to save,
send the light, send the light!
Send the light, the blessed Gospel light,
Let it shine from shore to shore!
Send the light, and let its radiant beams
light the world forevermore!

We have heard the Macedonian call today,
""Send the light! Send the light!""
And a golden offering at the cross we lay,
send the light, send the light!

Let us pray that grace may everywhere abound,
send the light, send the light!
And a Christlike spirit everywhere be found,
send the light, send the light!

Let us not grow weary in the work of love,
send the light, send the light!
Let us gather jewels for a crown above,
send the light, send the light!"
indonesia,"Hai, Bangkit bagi Yesus",G. Duffield,"Hai, bangkit bagi Yesus, pahlawan salib-Nya!
Kibarkan panji Raja yang kalahkan dunia.
Dia pimpin serdadu-Nya menang senantiasa,
hingga tumpas seteru-Nya, Kristus Tuhan kekal.

Hai, bangkit bagi Yesus, taatlah perintah-Nya!
Hadapi perang yang sengit, Inilah hari mulia.
Meski kita hadapi pasukan seteru,
Tekad berani diberi-Nya melawan musuh-Nya.

Hai, bangkit bagi Yesus, bersandar pada-Nya!
Jangan bersandar diri, daging tak kan menang.
Setiap senjata Allah dipakai dengan doa.
Perintah atau bahaya tak gentarkan kita.

Hai, bangkit bagi Yesus, tak lama lagi perang!
Sorakkan kemenangan, akhiri perjuangan.
Yang menang diberikan-Nya mahkota kehidupan,
Dan memerintah serta-Nya kekal selamanya."
indonesia,Dari Kutub ke Kutub,Reginald Heber,"Dari kutub ke kutub, dari gurun padang,
dari pantai ke pantai, dari semua benua,
dari pulau ke pulau, dari lembah gunung,
Terdengarlah jeritan jiwa yang terbelenggu.

Umat yang telah ditebus oleh hikmat surgawi,
Bolehkah kita tutup cahaya Injil-Nya?
Beritakanlah, oh segera, tebusan yang mulia,
Hingga segala bangsa kenal Tuhan Yesus.

Jiwa yang diterangi hikmat dari Tuhan,
haruskah mengabaikan orang yang berdosa?
Kabarkan keselamatan, berita sukacita,
Hingga suku terpencil dengar Tuhan Yesus.

Hai seluruh ciptaan-Nya, dengarkan kisah-Nya,
Injil yang disebarkan sampai ujung bumi.
Sampai Domba tersembelih tegakkan takhta-Nya,
Penebus yang berkuasa kan datang kembali."
indonesia,Api Zaman,C. M. Yu,"Darah kaum martir yang belum kering,
yang menyirami jalan salib.
Rumah Allah yang telah senyap,
pelitanya telah gelap gulita.
Persembahkanlah dirimu, segenap tenaga mudamu.
Kobarkan api zaman, rela serahkan segenap hidup.
Berperang bagi Kerajaan Surga. Maju! Maju!
Pekerjaan salib menggenapkan mahkota yang kekal.

Beribu jiwa yang telah binasa,
rusak moral dan hidup susah.
Angkat mata, pandang sekitar;
mengapa bernikmat dalam dunia?

Tidak lagi duduk dan bersenang,
buangkan segala impian kosong.
Hancurkan belenggu dan ke mezbah
mempersembahkan diri pada-Nya."
indonesia,Jadikan Aku Saluran Berkat,Ira B. Wilson,"Di dalam hidup berliku-liku,
banyak keluh dan kesah.
Beri terang-Mu di tempat gelap itu,
girangkanlah yang susah.
Jadikan aku saluran berkat
dan pemancar terang Yesus.
Jadikan aku, oh Juruselamat,
Saluran berkat bagi sekalian.

Undangkanlah kasih-Nya yang murni,
Yesus memberi ampunan.
Yakinkan orang lain dengan bukti
hidup yang penuh iman.

Berilah apa yang diberi padamu;
Kasihilah Tuhanmu.
Genapkan seluruh pelayananmu,
tolong yang tak berdaya."
english,Make Me A Blessing,Ira B. Wilson,"Out in the highways and byways of life,
Many are weary and sad;
Carry the sunshine where darkness is rife,
Making the sorrowing glad.
Make me a blessing, Make me a blessing,
Out of my life may Jesus shine;
Make me a blessing, O Savior, I pray,
Make me a blessing to someone today.

Tell the sweet story of Christ and His love;
Tell of His power to forgive;
Others will trust Him if only you prove,
True every moment you live.

Give as it was given to you in your need;
Love as the Master loved you;
Be to the helpless a helper indeed,
Unto your mission be true."
indonesia,Kita Harus Membawa Berita,Henry E. Nichol,"Kita harus membawa berita
pada dunia dalam gelap
tentang kebenaran dan kasih,
dan damai yang menetap,
dan damai yang menetap.
Karena gelap jadi remang pagi,
dan remang jadi siang terang;
kuasa Kristus kan nyatalah,
rahmani dan cemerlang.

Kita harus menyanyikan gita,
melembutkan hati keras,
supaya senjata Iblis
remuk dan segera lepas,
remuk dan segera lepas.

Kita harus membawa berita,
Allah itu kasih belas,
diberikan Putra tunggal-Nya
supaya kita lepas,
supaya kita lepas.

Kita harus bersaksi di dunia
tentang kuasa darah kudus;
semoga yang masih ragu
terima Sang Penebus,
terima Sang Penebus."
english,We have A Story To Tell To The Nations,Henry E. Nichol,"We have a story to tell to the nations,
that shall turn their hearts to the right,
a story of truth and mercy,
a story of peace and light,
a story of peace and light.
For the darkness shall turn to dawning,
and the dawning to noonday bright;
and Christ is great kingdom shall come on earth,
the kingdom of love and light.

We have a song to be sung to the nations,
that shall lift their hearts to the Lord,
a song that shall conquer evil
and shatter the spear and sword,
and shatter the spear and sword.

We have a message to give to the nations,
that the Lord who reigneth above
hath sent us His Son to save us,
and show us that God is love,
and show us that God is love.

We have a Savior to show to the nations,
who the path of sorrow hath trod,
that all of the world is great peoples
may come to the truth of God,
may come to the truth of God."
english,Psalm 84,Billy Kristanto,"How lovely, O Lord, is Your dwelling place.
My heart yearns, even faints, for the court of the Lord;
my heart, my flesh, cry out for You.
Blessed are those who dwell in Your house,
They are ever praising You.

Blessed are those whose strength is in You,
In whose heart are the highways, the highways to Zion.
As they go through the Valley of Baca,
they make it a place of springs.
They go from strength to strength.

Behold our shield, O God, look on our face!
For a day in your courts is better than thousand elsewhere.
For the Lord God is a sun and shield.
No good thing does He withhold from us.
Blessed is the one who trusts in You!"
indonesia,Aku Tuhan Semesta,Daniel L. Schutte,"Aku Tuhan semesta, jeritanmu Kudengar.
Kau di dunia yang gelap, Kuselamatkan.
Akulah Pencipta terang; malam jadi benderang.
Siapakah utusan-Ku membawa terang?
Ini aku, utus aku!
Kudengar Engkau memanggilku.
Utus aku, tuntun aku,
umat-Mu ada di hatiku.

Aku Tuhan semesta, Ku menanggung sakitmu,
dan menangis karena kau tak mau dengar.
Kan Kuubah hatimu, malam keras jadi lembut.
Siapa bawa firman-Ku? Utusan-Ku?

Aku Tuhan semesta, Ku melihat yang resah.
Orang miskin dan lesu Aku jenguk.
Aku ingin memberi perjamuan surgawi.
Siapa mewartakannya? Siapakah?"
english,Aku Tuhan Semesta,Daniel L. Schutte,"I, the Lord of sea and sky,
I have heard My people cry.
All who dwell in dark and sin, My hand will save.
I who made the stars of night,
I will make their darkness bright.
Who will bear My light to them? Whom shall I send?
Here I am, Lord. Is it I, Lord?
I have heard You calling in the night.
I will go, Lord, if You lead me.
I will hold Your people in my heart.

I, the Lord of snow and rain,
I have borne My peoples pain.
I have wept for love of them; they turn away.
I will break their hearts of stone,
give them hearts for love alone.
I will speak My word to them, whom shall I send?

I, the Lord of wind and flame,
I will tend the poor and lame.
I will set a feast for them, My hand will save.
Finest bread I will provide,
till their hearts be satisfied.
I will give My life to them, whom shall I send?"
indonesia,Bangkit bagi Kristus,Stephen Tong,"Bangkitlah hai Saudara, mari kita hidup bagi Kristus.
Sucikanlah hatimu, pancarkan cahaya Injil-Nya.
Dunia segera lalu, serta segala nafsunya yang fana.
Mari kita patuh kehendak-Nya yang mulia.
Bangkit hai saudara, hidup bagi Kristus.
Majulah hai laskar Kristus, ikut panji salib-Nya."
indonesia,Tuhan Ampuni Dosaku,Stephen Tong,"Tuhan, ampuni dosaku,
Tuhan, dengarlah doaku.
Darah-Mu sucikanku.
Darah-Mu selamatkanku.
Tuhan, ampuni dosaku,
Tuhan, dengarlah doaku."
indonesia,Bila Kau Pernah Cinta Yesus,Stephen Tong,"Bila kau pernah cinta Yesus,
mengapa tak cinta Dia sekarang?
Meski kau telah menjauhkan Dia,
kasih-Nya tak berubah.
O, dengarlah panggilan-Nya, harap kau lekas pulang.
Bila kau pernah cinta Yesus, haruslah lebih cinta."
english,Song For The Nations,Chris Christensen,"May we be a shining light to the nations,
A shining light to the peoples of the earth,
till the whole world sees the glory of Your name.
May Your pure light shine through us.

May we bring a word of hope to the nations,
a word of life to the peoples of the earth,
till the whole world knows there is salvation through Your name.
May Your mercy flow through us.

May we be a healing balm to the nations,
A healing balm to the peoples of the earth,
till the whole world knows the power of Your name.
May Your healing flow through us.

May we sing a song of joy to the nations,
A song of praise to the peoples of the earth,
till the whole world rings with the praises of Your name.
May Your song be sung through us.

May Your kingdom come to the nations,
Your will be done in the peoples of the earth,
till the whole world knows that Jesus Christ is Lord.
May Your kingdom come on earth."
indonesia,Hujan Berkat Akan Turun,El Nathan,"Juruselamat menjanjikan mengirimkan Roh Kudus.
Jiwa kita disegarkan, itu berkat sejati.
Hujan berkat-Mu, itu yang kami perlu.
Rahmat yang bergerimis turun, tapi hujan kurindu.

Hujan berkat akan turun, hidup kembali segar.
Di atas bukit dan lembah bunyi derai terdengar.

Hujan berkat akan turun, kini kami berseru,
""Berilah dengan limpah ruah, agar genap sabda-Mu!""

Hujan berkat akan turun, pasti digenapi-Nya,
Atas umat tebusan-Nya, yang berseru pada-Nya."
indonesia,Waktu Namaku Dipanggil,James M. Black,"Bila tiba hari Tuhan dan di dalam dunia
terdengar nafiri Hu berbunyilah,
serta Tuhan Yesus datang dengan kemuliaan-Nya,
waktu ku dipanggil, ku menjawab, ""Ya.""
Bila tiba hari Tuhan,
bila tiba hari Tuhan,
bila tiba hari Tuhan,
serta ku dipanggil, ku menjawab, ""Ya.""

Pada fajar yang abadi orang saleh segenap
kelak berhimpun dalam surga yang baka,
dan memuji Juruselamat dengan pujian sedap;
bila ku dipanggil, ku menjawab, ""Ya.""

Patut ku berjuang bagi Tuhan hingga malam gelap
dan kabarkan kasih dan anugerah-Nya.
Bila dalam dunia pekerjaanku telah lengkap,
lalu ku dipanggil, ku menjawab, ""Ya."""
english,Battle Hymn Of The Republic,Julia Ward Howe,"Mine eyes have seen the glory
of the coming of the Lord.
He is trampling out the vintage
where the grapes of wrath are stored.
He hath loosed the fateful lightning
of His terrible swift sword.
His truth is marching on.
Glory! Glory! Hallelujah!
Glory! Glory! Hallelujah!
Glory! Glory! Hallelujah!
His truth is marching on.

I have seen Him in the watch-fires
of a hundred circling camps.
They have builded Him an altar
in the evening dews and damps.
I can read His righteous sentence
by the dim and flaring lamps.
His day is marching on.

He has sounded forth the trumpet
that shall never call retreat.
He is sifting out the hearts of men
before His judgment seat.
Oh, be swift, my soul, to answer Him;
be jubilant, my feet!
Our God is marching on.

In the beauty of the lilies
Christ was born across the sea,
With a glory in His bosom
that transfigures you and me.
As He died to make men holy,
let us live to make men free,
While God is marching on.

We can almost hear the trumpet sound,
the Lord is return is near.
There are still so many people lost,
His message they must hear.
Father, give us one more moment,
one more day, just one more year.
With God we are marching on!"
english,When We All Get To Heaven,Eliza E. Hewitt,"Sing the wondrous love of Jesus,
Sing His mercy and His grace.
In the mansions bright and blessed,
He will prepare for us a place.
When we all get to heaven,
what a day of rejoicing that will be!
When we all see Jesus,
We will sing and shout the victory.

While we walk the pilgrim pathway,
Clouds will overspread the sky.
But when traveling days are over,
not a shadow, not a sigh.

Let us then be true and faithful,
Trusting, serving every day.
Just one glimpse of Him in glory
will the toils of life repay.

Onward to the prize before us!
Soon His beauty we will behold.
Soon the pearly gates will open,
We shall tread the streets of gold."
english,According to Thy Gracious Word,James Montgomery,"According to Thy gracious word,
in meek humility,
this will I do, my dying Lord,
I will remember thee.

Thy body, broken for my sake,
my bread from heaven shall be;
Thy testamental cup I take,
and thus remember Thee.

Gethsemane can I forget?
Or there Thy conflict see,
Thine agony and bloody sweat,
and not remember Thee?

When to the cross I turn mine eyes,
and rest on Calvary,
O Lamb of God, my sacrifice,
I must remember thee.

Remember Thee and all Thy pains,
and all Thy love to me;
Yea, while a breath, a pulse remains,
I will remember Thee.

And when these failing lips grow dumb,
and mind and memory flee,
when Thou shalt in Thy kingdom come,
Jesus, remember me!"
english,Psalm 23,Billy Kristanto,"The Lord is my shepherd; I shall not want.
He makes me to lie down in green pastures.
He leads me beside the still waters.
He restores my soul.
He leads me for His name is sake."
indonesia,Mazmur 23,Billy Kristanto,"Tuhan gembalaku, tak kekurangan aku.
Ia membaringkanku di padang rumput hijau,
Ia membimbingku ke air yang tenang;
Ia menyegarkan jiwaku.
Ia tuntunku oleh nama-Nya.

Sekalipun ku berjalan dalam lembah kelam,
ku tak takut bahaya, sebab Engkau besertaku;
gada-Mu dan tongkat-Mu, itu yang menghiburku.
Engkau sediakan hidangan bagiku,
di hadapan lawanku.

Engkau urapi kepalaku dengan minyak;
pialaku penuh melimpah.
Kemurahan belaka akan mengikut aku;
dan ku kan diam dalam rumah Tuhan
seumur hidup, sepanjang masa."
english,Above All,Paul Baloche/Lenny LeBlanc,"Above all powers, above all kings;
above all nature, and all created things;
above all wisdom and all the ways of man,
You were here before the world began.
Above all kingdoms, above all thrones;
above all wonders the world has ever known;
above all wealth and treasures of the earth,
there is no way to measure what You are worth.
Crucified, laid behind the stone,
You lived to die, rejected and alone.
Like a rose, trampled on the ground,
You took the fall, and thought of me, above all."
