language,title,author,lyrics
indonesia,"Oh, Malam Kudus",Adolphe Adam,"Malam kudus bintang terang bercahaya,
malam ini Tuhan Yesus lahir.
Manusia binasa dalam dosa
Beroleh selamat karena Kristus datang.
Yang susah penat kini sukacita,
karena telah lahir Raja mulia.
Sembah sujud, oh, dengar suara malak.
Malam kudus, Kristus Yesus lahir.
Malam kudus, kudus, malam kudus.

Bintang terang setia pimpin jalanku
sampai pada palungan Tuhanku.
Orang Majus datang sujud menyembah
Dipimpin terang sinar bintang mulia.
Telah lahir Raja atas segala raja,
Dialah sobatku yang setia.
Anugerah-Nya beri padaku yang lemah.
Pandanglah Hu, sembah sujud Dia.
Pandanglah Hu, sembah sujud Dia.

Ajarkanku mengasihi sesama,
serta kabarkan Injil mulia.
Belenggu dosa sudah dihancurkan-Nya;
oleh nama-Nya beban lenyaplah.
Kami puji syukur dan bersoraklah,
mari kita masyhurkan nama-Nya.
Kristus Raja, oh muliakan nama-Nya.
Kuasa mulia selamanya bergema.
Kuasa mulia selamanya bergema."
indonesia,Adalah di Kota Daud,C. Frances Alexander,"Adalah di kota Daud, satu kandang yang hina.
Di palungan bayi itu dibaringkan ibu-Nya.
Anak Maria lahirlah, Yesus Kristus nama-Nya.

Anak Allah sudah turun dari kemuliaan-Nya.
Tuhan surga serta bumi lahir di tempat hina.
Yesuslah Pengantara Allah dan manusia.

Belas kasih Anak ini menebus manusia.
Nanti kita lihat Dia di kemuliaan-Nya.
Kita pun dipimpin-Nya ke kerajaan baka."
indonesia,Kasih Yang Ajaib,Caleb Tong,"Kasih yang ajaib, kasih dari Golgota.
Kasih yang ajaib membawa Tuhan dari surga.
Walaupun ku pernah jadi seteru-Mu,
namun Kaucari ku kembali!
Tak mungkin ku lupa kasih-Mu nan indah,
ku mau masyhurkan kasih Allah.

Berkat yang ajaib, berkat dari Tuhanku.
Berkat yang ajaib, bagai sinar fajar merekah.
Walaupun ku pernah sesat dalam dosa,
namun Anak-Nya selamatkanku.
Di hadapan Tuhan ku memuji Dia,
ku mau tinggikan berkat Allah.

Terang Injil-Nya, terang yang sesungguhnya.
Terang Injil-Nya yang memberi hikmat kekuatan.
Walau dalam gelap, Ia memberi terang;
Ia memberi terang, terang salib-Nya.
Ku mau serahkan hidup tuk memuliakan-Nya,
menuntun mereka kepada-Nya."
english,O Mighty Cross,David Baroni,"O mighty cross, love lifted high;
The Lord of life raised there to die.

His sacrifice on Calvary
has made the mighty cross a tree of life to me.

O mighty cross, what throne of grace;
He knew no sin, yet took my place.

O mighty cross, O Christ so pure;
Love held Him there, such shame endured.

O mighty cross, my soul's release;
The stripes He bore have brought me peace."
indonesia,Di Bukit Golgota,George Bennard,"Di bukit Golgota nampaklah salib Hu,
matahari bersuramlah.
Yesus Anak Allah meninggalkan surga,
mati bagiku yang berdosa.

Maka kutinggikan salib-Nya,
sampai bertemu dengan Bapa,
dengar kata-Nya, ""Hamba setia,
salib Kuganti dengan mahkota.""

Meski manusia menghina salib-Nya,
namun bagiku lambang mulia.
Hatiku sungguh keras makin tak tergerak,
hanya kasih-Nya menghancurkan.

Salib di Golgota sudah tidak ada,
namun jasa-Nya tetap ada.
Selamatkan manusia, hapuskan dosa,
hatiku pun boleh sucilah."
english,I Believe in a Hill Called Mount Calvary,Dale Oldham,"There are things as we travel this earth's shifting sands,
that transcend all the reason of man;
But the things that matter the most in this world
they can never be held in our hand.

I believe in a hill called Mount Calvary.
I believe whatever the cost;
And when time has surrendered and earth is no more,
I will still cling to the old rugged cross.

I believe that the Christ who was slain on that cross,
has the power to change lives today;
For He changed me completely, a new life is mine,
that is why by the cross I will stay.

I believe that this life with its great mysteries,
surely someday will come to an end;
But faith will conquer the darkness and death,
And will lead me at last to my Friend."
indonesia,Bawalah Aku Dekat ke Salib,Fanny J. Crosby,"Bawalah aku, Yesus, dekat ke salib-Mu.
Air hidup dan darah-Mu sucikan hatiku.

Salib-Nya, salib-Nya, selamanya mulia.
Dosaku dihapuskan oleh darah Yesus.

Imanku yang terkecil Tuhan tak tinggalkan.
Sinarilah hatiku dengan Roh Kudus-Mu.

Salib-Mu sandaranku, ku rindu kasih-Mu.
Selama aku hidup, ku mau taat pada-Mu.
"
indonesia,Pimpin ke Kalvari,Jennie Evelyn Hussey,"Mahkotailah Raja Hidup, mulia bagi-Mu.
Ingat mahkota duri-Mu, pimpin ke Kalvari.

Jangan lupa Getsemani, jangan lupa sengsara-Nya.
Jangan lupa cinta Tuhan, pimpin ke Kalvari.

Mohon ku dimengertikan Kau mati bagiku.
Ku mau bagaikan malaikat menjaga kubur-Mu.

Ku rela segenap hati memikul salibku.
Terima cawan pahit serta-Nya, pimpin ke Kalvari."
english,Lead Me To Calvary,Jennie Evelyn Hussey,"King of my life, I crown Thee now,
Thine shall the glory be;
Lest I forget Thy thorn-crowned brow,
Lead me to Calvary.
Lest I forget Gethsemane,
Lest I forget Thine agony;
Lest I forget Thy love for me,
Lead me to Calvary.

Show me the tomb where Thou wast laid,
Tenderly mourned and wept;
Angels in robes of light arrayed
Guarded Thee whilst Thou slept.
Lest I forget Gethsemane,
Lest I forget Thine agony;
Lest I forget Thy love for me,
Lead me to Calvary.

Let me like Mary, through the gloom,
Come with a gift to Thee;
Show to me now the empty tomb,
Lead me to Calvary.
Lest I forget Gethsemane,
Lest I forget Thine agony;
Lest I forget Thy love for me,
Lead me to Calvary.

May I be willing, Lord, to bear
Daily my cross for Thee;
Even Thy cup of grief to share,
Thou hast borne all for me.
Lest I forget Gethsemane,
Lest I forget Thine agony;
Lest I forget Thy love for me,
Lead me to Calvary."
indonesia,Kisah Salib Tuhan Yesus,Thomas Dennis,"Pernahkah kaurenungkan kisah
salib Tuhan Yesus?
Darah-Nya mengalir dari rusuk
untuk menghapus dosa.
Yesus menderita bagimu,
Yesus mati bagimu.
Cinta yang ajaib bagimu,
Yesus mati bagimu.

Pernahkah kaulihat kepala-Nya
bermahkota duri?
""Mereka tak tau apa yang diperbuat,
ampunilah ya Bapa.""
Yesus menderita bagimu,
Yesus mati bagimu.
Cinta yang ajaib bagimu,
Yesus mati bagimu.

Pernahkah kaudengar kata-Nya,
""Sudah genap"" bagimu?
Pernahkah kauucap syukur karena
Dia telah mati bagimu?
Yesus menderita bagimu,
Yesus mati bagimu.
Cinta yang ajaib bagimu,
Yesus mati bagimu."
indonesia,Di Bawah Salib Yesus,Elizabeth C. Clephane,"Di bawah salib Yesus, ku ingin berteduh,
terlindung oleh batu karang di tanah gersang;
tempat senang jika lelah, tempat perhentian
waktu menanggung beban berat serta kesusahan.

Ke atas salib Yesus, mataku tertuju
pada Tuhan yang menderita disalib karenaku.
Dan hatiku yang telah hancur mengaku kasih-Mu,
ajaiblah kasih-Mu dan tak layak diriku.

Tempat perlindunganku adalah salib-Nya;
yang lain ku tak perlu, hanyalah Yesus Tuhanku.
Dunia serta kesenangannya kan segera lalu,
hanya salib Tuhan Yesus kemuliaanku."
indonesia,Hanya oleh Darah Yesus,Robert Lowry,"Dosaku telah dihapus,
hanya oleh darah Yesus.
Kudapat hidup baru,
hanya oleh darah Yesus.
O, darah yang kudus, darah-Nya Penebus.
Jiwaku ditebus, hanya oleh darah Yesus.

Kulihat pengampunan,
hanya oleh darah Yesus.
Hatiku disucikan,
hanya oleh darah Yesus.

Dosaku telah ditebus,
hanya oleh darah Yesus.
Bukan karena kerjaku,
hanya oleh darah Yesus.

Inilah harapanku,
hanya oleh darah Yesus.
Menjadi orang kudus,
hanya oleh darah Yesus."
indonesia,Mulia dan Menang,Edmond L. Budry,"Mulia dan menang Kristus yang bangkit.
Kemenangan kekal atas kuasa maut.
Malak menyingkirkan batu yang besar
Dan menjadi saksi kebangkitan-Nya.

Mulia dan menang Kristus yang bangkit!
Kemenangan kekal atas kuasa maut!

Kristus nyatakan kebangkitan-Nya.
Kasih-Nya yang ajaib singkirkan takut.
Penuh dengan suka gereja memuji
karena kuasa maut hilang sengatnya.

Hanya Kau saja Raja hidupku,
Berkuasa atasku dan menolongku.
Sebab kematian-Mu yang penuh kasih
Membawa kami ke surga sebagai pemenang."
indonesia,Dalam Taman,Austin Miles,"Ku masuk ke dalam taman,
bertemu dengan Putra Allah;
Kudengar suara yang lembut segar,
Memanggilku berdoa.

Ku dengar merdu suara Tuhanku
di tengah taman yang teduh
Persekutuan tak terlukiskan,
menghiburkan hatiku.

Suara Tuhan sungguh merdu;
Burungpun diam, tak bernyanyi;
Lagu Ia beri, sungguh tak terperi;
Hatiku terus memuji.

Ku suka tetap serta-Nya;
Siang malam dengan Tuhanku;
Doaku mesra dalam kasih-Nya;
Segar segenap jiwaku."
english,In The Garden,Austin Miles,"I come to the garden alone
While the dew is still on the roses
And the voice I hear falling on my ear
The Son of God discloses.

And He walks with me, and He talks with me,
And He tells me I am His own;
And the joy we share as we tarry there,
None other has ever known.

He speaks, and the sound of His voice,
Is so sweet the birds hush their singing,
And the melody that He gave to me
Within my heart is ringing.

I'd stay in the garden with Him
Though the night around me be falling,
But He bids me go; through the voice of woe
His voice to me is calling."
indonesia,Kristus Hidup,Alfred H. Ackley,"Ku melayani Tuhan, Sahabat yang benar.
Ku yakin Dia hidup sekarang dan selamanya.
Rahmat-Nya kualami, suara-Nya kudengar,
tiap keperluanku di tangan-Nya.

Hidup, hidup, Kristus sungguh hidup.
Ku rasa selalu dekat-Nya di dalam hidupku.
Hidup, hidup, ku diselamatkan-Nya.
Kau tanya bukti Dia hidup, Dia hidup dalamku.

Alam sekelilingku nyatakan kasih-Nya.
Meski ku rasa takut namun ku dekat-Nya.
Ku tahu Tuhan memimpin meski maut mengancam,
Kedatangan Tuhanku kunantikan.

Puji, puji hai Kristen, nyaringkan suaranya.
Pujilah Haleluya, Kristuslah Rajamu.
Yesus jadi harapan, Penolong yang setia,
Tak ada yang setara dengan Dia."
indonesia,Kristus Bangkit,Robert Lowry,"Di dalam kubur gelap, Tuhanku Yesus,
dibaringkan senyap, Tuhan Yesus.

Juruselamat bangkitlah,
Kuasa iblis hilanglah segera.
Maut dan kubur tak berkuasa atas-Nya,
Musuh manusia dikalahkan-Nya.
Pujilah nama-Nya,
Tuhan Yesus hiduplah!

Dan sia-sialah kubur dijaga,
Pun tiada gunanya batu besar.

Kubur terbukalah, Yesus bangkitlah,
Kuasa maut lenyap tak bersengat."
indonesia,Ada Lagu Dalam Hatiku,Luther B. Bridgers,"Ada lagu dalam hatiku, kudengar suara Yesus,
""Jangan takut! Ku besertamu."" Hidupku sentosa terus.

Yesus, Yesus, Yesus, nama yang merdu,
Yang mengaruniakan lagu dalam hatiku.

Amat hina dulu hidupku, jauh dari kesukaan.
Lalu diberikan-Nya ku lagu, kunyanyikan pujian.

Sekarang kualami kasih-Nya, kuberlindung pada Yesus.
Ku tetap memandang wajah-Nya, maka kumenyanyi terus.

Tak kan lama lagi datang-Nya, ku disambut oleh Dia,
ku diangkat turut serta-Nya, dan bertakhta di surga."
english,He Keeps Me Singing,Luther B. Bridgers,"There is within my heart a melody;
Jesus whispers sweet and low,
""Fear not, I am with you, peace, be still,""
in all of life's ebb and flow.

Jesus, Jesus, Jesus,
sweetest name I know,
fills my every longing,
keeps me singing as I go.

All my life was wrecked by sin and strife,
discord filled my heart with pain,
Jesus swept across the broken strings,
stirred the slumbering chords again.

Feasting on the riches of His grace,
resting beneath His sheltering wing,
always looking on His smiling face,
that is why I shout and sing.

Though sometimes He leads through waters deep,
trials fall across the way;
though sometimes the path seems rough and steep,
see His footprints all the way.

Soon He is coming back to welcome me
far beyond the starry sky;
I shall wing my flight to worlds unknown,
I shall reign with Him on high."
english,There is a Redeemer,Melody Green,"There is a Redeemer,
Jesus, God's own Son;
precious Lamb of God, Messiah,
Holy One.

Thank you, O my Father, for giving us Your Son,
and leaving Your Spirit till the work on earth is done.

Jesus my Redeemer,
name above all names;
Precious Lamb of God, Messiah,
Hope for sinners slain.

When I stand in glory,
I will see His face.
There I will serve my King forever
in that holy place."
indonesia,Sukacita Tuhan Penuhiku,Stephen Tong,"Ku penuh sukacita, darah Yesus sucikan hatiku.
Kasih Hu penuhiku, Roh Tuhan memimpin jalanku.
Masyhurkan Hu, pujilah Hu,
sebab anugerah Hu besar ajaib.
Masyhurkan ke ujung bumi,
masyhurkan sampai selamanya.
Ku penuh sukacita, darah Yesus sucikan hatiku.
Kasih Hu penuhiku, Roh Tuhan memimpin jalanku."
indonesia,Ku Bernyanyi Tentang Yesus,Albert A. Ketchum,"Hatiku penuhlah girang,
Yesus telah selamatkanku.
Puji muliakan nama Hu,
yang sucikan hatiku.

Ku bernyanyi tentang Yesus, bagiku Ia terindah.
Dialah Tuhan Juruselamat, mati untuk daku.

Tengah segala manusia,
Dialah yang terindah.
Segala rahmat anugerah,
semua pemberian-Nya.

Ia Tuhan Maha Adil,
berlimpah kemurahan.
Dia bunga bakung indah,
sumber kasih anugerah.
"
english,Why Do I Sing About Jesus,Albert A. Ketchum,"Deep in my heart there is a gladness,
Jesus has saved me from sin!
Praise to His name, what a Savior!
Cleansing without and within!

Why do I sing about Jesus?
Why is He precious to me?
He is my Lord and my Savior;
Dying, He set me free!

Only a glimpse of His goodness,
That was sufficient for me.
Only one look at the Savior,
Then was my spirit set free.

He is the fairest of fair ones;
He is the Lily, the Rose.
Rivers of mercy surround Him;
grace, love, and pity He shows."
indonesia,Sejak Yesus di Hatiku,Rufus H. McDaniel,"Perubahan ajaib terjadi padaku,
sejak Yesus di hatiku.
Dalam hati ada terang dan harap penuh,
sejak Yesus di hatiku.

Sejak Yesus di hatiku,
sejak Yesus di hatiku.
Sukacita melimpah dalam hidupku,
sejak Yesus di hatiku.

Ku telah tinggalkan jalan dosa yang gelap,
sejak Yesus di hatiku.
Dosaku hilanglah, darah-Nya sucikan,
sejak Yesus di hatiku.

Sekarang ku dapat harap dan selamat penuh,
sejak Yesus di hatiku.
Tidak bimbang, hati pun menjadi teguh,
sejak Yesus di hatiku."
indonesia,Dahulu Ku Tersesatlah,Burl Sparks,"Dahulu ku tersesatlah
jauh dari jalan kasih Allah.
Sungguh pun ku selalu tolak
Yesus yang telah mati bagiku.

Dia lepaskan daku dari dosa.
Di Golgota tanggung hukumanku.
Dihapuskan-Nya semua dosaku
kini ku dapat sentosa.

Di ribaan-Nya ku rebah,
maka luka rusuk-Nya pun nyata.
Kini hatiku lunaklah
karena demikian besar kasih-Nya.

Kini aku menerima
sukacita dan sentosa surga.
Padaku rahmat diberi-Nya,
kau pun tentu beroleh keselamatan."
indonesia,Surga Turun,J. W. Peterson,"Alangkah indahnya hari itu,
hari yang tak kulupa.
Setelah ku keliling dalam gelap,
kudapat Juruselamat.
Betapa bahagia hatiku,
kudapat yang kurindu.
Kesusahan dan kegelapan hilang
diganti kesukacitaan.

Surga turun, bahagia jiwaku.
Di salib Yesus sucikan daku.
Dosaku dihapus, kegelapan jadi terang.
Surga turun, bahagia jiwaku!"
english,Heaven Came Down,J. W. Peterson,"O what a wonderful, wonderful day,
day I will never forget.
After I'd wandered in darkness away,
Jesus, my Savior I met.
O what a tender, compassionate friend,
He met the need of my heart.
Shadows dispelling, with joy I am telling
He made all the darkness depart!

Heaven came down and glory filled my soul.
When at the cross the Savior made me whole.
My sins were washed away, and my night was turned to day.
Heaven came down and glory filled my soul!"
indonesia,Aku Sedang Berjalan,Stephen Tong,"Aku sedang berjalan dengan Tuhanku,
sinar surga penuh di hatiku.
Aku bergandeng tangan dengan Tuhanku,
menuju surga mulia dan kekal.
Jalan berpadu, hati bersatu,
suka surga penuh di hatiku.
Aku sedang berjalan dengan Tuhanku,
mulia surga penuh di hatiku."
indonesia,"Oh, Kasih Hu Ajaib Indah",John E. Su,"Oh, Tuhanku, Kau panggilku pulang,
dan cinta-Mu menggerakkan hatiku.
Ku yang hina, Engkau masih cinta,
oh, kasih-Mu sungguh tak terduga.

Oh, kasih-Mu ajaib indah,
dalam, lebar, sungguh tak terduga.
Meski aku mendukakan Dikau,
Oh, cinta-Mu memanggilku pulang.

Ku telah janji, ""Ku cinta pada-Mu,""
dan berkata, ""Ku tak tinggalkan-Mu.""
Sesungguhnya kuingkari janji,
meninggalkan-Mu, dukakan hati-Mu.

Oh, ya, Tuhan, Kau tak biarkan daku,
Oh, kasih-Mu masih mencariku.
Ku Kaupeluk dalam ribaan-Mu,
hantar daku pulang ke kandang-Mu."
indonesia,S'karang Ku Milik Yesus,Norman J. Clayton,"Tuhan Yesus mengasihi aku,
Tak kuasa lain mengalahkan Dia;
Yesus berkorban bagi aku,
sekarang ku milik-Nya.

Sekarang ku milik Yesus,
Yesus pun milikku.
Bukan untuk sementara,
tapi selamanya.

Dulu ku tersesat dalam dosa,
Yesus datang menyelamatkan daku;
ku diangkat-Nya dari dosa,
sekarang ku milik-Nya.

Sukacita memenuhi kalbu,
Karena Tuhan menebus jiwaku;
ku selamatlah oleh darah-Nya,
sekarang ku milik-Nya."
indonesia,Sangat Besar Anug'rah-Mu,John Newton,"Sangat besar anugerah-Mu,
memberi aku selamat.
Hilanglah jiwaku dulu
di jalan yang sesat.

Berjanjilah Tuhan yang baik,
kekallah sabda-Mu.
Bagiku Tuhanlah perisai
sepanjang umurku.

Lewat bahaya dan jerat,
jiwaku telah datang.
Oleh anugerah ku selamat,
dan jiwaku tenang.

Ya Tuhan, bila hamba-Mu
ajalnya telah dekat,
anugerah-Mu itu memberi
sentosa dan suka."
english,Grace Alone,Scott Wesley Brown,"Every promise we can make, every prayer and step of faith,
Every difference we will make, is only by His grace.
Every mountain we will climb, every ray of hope we shine,
Every blessing left behind, is only by His grace.

Grace alone which God supplies,
strength unknown He will provide.
Christ in us, our cornerstone,
we will go forth in grace alone.

Every soul we long to reach, every heart we hope to teach,
Everywhere we share His peace, is only by His grace.
Every loving word we say, every tear we wipe away,
Every sorrow turned to praise, is only by His grace."
indonesia,Karena Kasih-Nya,"E. C. Heidelberg","Mengapa Yesus turun dari surga,
masuk dunia gelap penuh cela;
berdoa, bergumul dalam taman,
cawan pahit pun diterima-Nya?
Mengapa Yesus menderita, didera,
dan mahkota duri pun dipakai-Nya?
Mengapa Yesus mati bagi saya?
Kasih-Nya, ya karena kasih-Nya.

Mengapa Yesus mau pegang tanganku,
bila ku di jalan tersesat?
Mengapa Yesus beriku kekuatan
bila jiwaku mulai penat?
Mengapa Yesus mau menanggung dosaku,
beriku damai serta sukacita-Nya?
Mengapa Dia mau melindungiku?
Kasih-Nya, ya karena kasih-Nya."
english,It Was Love,"E. C. Heidelberg","Why did Jesus give up heaven's glory
For this world of sin and misery?
Why did Jesus suffer in the garden,
Drain the bitter cup of agony?
Why did Jesus stand in Pilate's judgement hall,
Wear that cruel crown of thorns so patiently?
Why did Jesus give His life to save me?
It was love, God's wondrous love for me!

Why does Jesus lift me when I stumble
Take my hand whene'er I go astray?
Give the strength I need for each tomorrow,
Grace to face the trials of the day?
Why does Jesus share the load I cannot bear,
Fill my soul with peace and joy beyond degree?
And why does He watch o'er me and keep me?
It was love, God's wondrous love for me!"
english,Not What My Hands Have Done,Horatius Bonar,"Not what my hands have done
can save my guilty soul.
Not what my toiling flesh has borne
can make my spirit whole.
Not what I feel or do
can give me peace with God.
Not all my prayers and sighs and tears
can bear my awful load.

Your voice alone, O Lord,
can speak to me of grace.
Your power alone, O Son of God,
can all my sin erase.
No other work but Yours,
no other blood will do,
no strength but that which is divine
can bear me safely through.

Thy work alone, O Christ,
can ease this weight of sin.
Thy blood alone, O Lamb of God,
can give me peace within.
Thy love to me, O God,
not mine, O Lord, to Thee,
can rid me of this dark unrest,
and set my spirit free.

I bless the Christ of God;
I rest on love divine.
And with unfalt'ring lip and heart
I call this Savior mine.
His cross dispels each doubt;
I bury in His tomb
each thought of unbelief and fear,
each lingering shade of gloom.

I praise the Christ of God;
I rest on love divine.
And with unfaltering lip and heart
I call this Savior mine.
My Lord has saved my life
and freely pardon gives.
I love because He first loved me,
I live because He lives."
english,"Jesus, Thou Joy of Loving Hearts",Bernard of Clairvaux,"Jesus, Thou Joy of loving hearts,
Thou fount of life, Thou light of men;
from the best bliss that earth imparts,
we turn unfilled to Thee again.
Our restless spirits yearn for Thee,
wherever our changeful lot is cast.
glad when Thy gracious smile we see,
blest when our faith can hold Thee fast.

The truth unchanged hath ever stood;
Thou savest those that on Thee call;
to them that seek Thee, Thou art good,
to them that find Thee, all in all.
Our restless spirits yearn for Thee,
wherever our changeful lot is cast.
glad when Thy gracious smile we see,
blest when our faith can hold Thee fast.

We taste Thee, O Thou living Bread,
and long to feast upon Thee still;
we drink of Thee, the fountain head,
and thirst our souls from Thee to fill.
O Jesus, ever with us stay,
make all our moments calm and bright,
chase the dark night of sin away,
shed over the world Thy holy light."
indonesia,Tuhan Ajarlah Aku Berdoa,Bernard of Clairvaux,"Tuhan ajar aku berdoa
agar ku peka kan kehendak-Mu.
Tolong ku serahkan semua,
segenap hati setia ikut-Mu.
Dalam hidup penuh pencobaan,
beri kekuatan ingat firman-Mu.
Air hidup penuhi hatiku,
rendah hati melayani-Mu."
indonesia,Yesus Kristus Juruselamat Dunia,Stephen Tong,"Siapa yang hibur hatiku?
Siapa hapus air mataku?
Siapa yang tanggung dosaku?
Hanyalah Tuhan Yesus."
indonesia,Kidung Agung,Stephen Tong,"Oh Tuhan, tarikku cepat mengikut-Mu,
hatiku dengan-Mu berpadu.
Biar angin bertiup dan badai mengamuk,
ku makin pancarkan harum-Mu.
Tuhan, Kau terindah, yang puaskan hatiku,
Kau milikku dan ku milik-Mu.
Biar ombak menderu, gelombang menempuh,
kan kuiring Dikau selalu."
indonesia,Ingat Akan Nama Yesus,Lydia Baxter,"Ingat akan nama Yesus,
kamu yang menanggung berat.
Nama itu beri kekuatan,
bagi orang yang penat.

Indahlah nama-Nya, perlindungan yang teguh.
Indahlah nama-Nya, perlindungan yang teguh.

Ingat akan nama Yesus,
tempat berlindung teduh.
Walau godaan menimpa,
Ia perisai yang teguh.

Nama Yesus sungguh indah,
menggemarkan jiwaku.
Ia selalu beri penghiburan,
ku mau puji nama Hu."
indonesia,Yesus Segala-galanya,Will L. Thompson,"Yesus segala-galanya, Mentari hidupku.
Sehari-hari Dialah Penopang yang teguh.
Bila ku sedih dan susah, aku datang kepada-Nya,
Sandaranku, Penghiburku, Sobatku.

Yesus segala-galanya, Kawan yang setia.
Setiap datang pada-Nya, berkat-Nya kuterima.
Surya dan hujan berantai, hasil tanaman dituai.
Semuanya anugerah Sobatku.

Yesus segala-galanya, setia padaku.
Tak akan ku menyangkal-Nya, Teman setiaku.
Bersama-Nya ku tak sesat, Ia jagaku tiap saat.
Ia tetap Kawan akrab, Sobatku.

Yesus segala-galanya, Sahabat setia.
Kupercaya kepada-Nya sampai ajal tiba.
Hidup indah bersama-Nya, tak berakhir selamanya,
Sukacita, Hidup kekal, Sobatku."
english,Jesus Is All The World To Me,Will L. Thompson,"Jesus is all the world to me,
my Life, my Joy, my All.
He is my Strength from day to day,
without Him I would fall.
When I am sad, to Him I go;
no other one can cheer me so.
When I am sad, He makes me glad;
He is my Friend.

Jesus is all the world to me,
my Friend in trials sore.
I go to Him for blessings, and
He gives them over and over.
He sends the sunshine and the rain;
He sends the harvest's golden grain.
Sunshine and rain, harvest of grain;
He is my Friend.

Jesus is all the world to me,
and true to Him I will be.
Oh, how could I this Friend deny,
when He is so true to me?
Following Him I know I'm right;
He watches over me day and night.
Following Him by day and night;
He is my Friend.

Jesus is all the world to me,
I want no better Friend.
I trust Him now, I will trust Him when
life's fleeting days shall end.
Beautiful life with such a Friend;
beautiful life that has no end.
Eternal life, eternal joy;
He is my Friend."
indonesia,Bukan Aku,A. A. Whiddington,"Bukan aku tapi Tuhanku Yesus,
ditinggikan dan dipermuliakan.
Baik tutur, pikir, dan perbuatanku,
bukan aku melainkan nyatakan Hu.

Bukan aku, tapi Kristus,
Kristus tak kan berubah.
Dalam mulia Yesus Perantara,
takhta Kristus tetap kekal.

Bukan aku tapi Tuhanku Yesus,
bekerja dan derita bagi Hu.
Ku rela melakukan kehendak Hu,
selalu bersekutu dengan Hu.

Hanya Kristus pengharapan hidupku,
hanya Kristus pahala muliaku.
Hatiku puas sentosa karena Kristus,
semoga Tuhan pun puas karenaku."
