language,title,author,lyrics
indonesia,Pakailah Waktu Anugerah Tuhan-Mu,Ira D. Sankey,"Pakailah waktu anugerah Tuhanmu,
hidupmu singkat bagaikan kembang.
Mana benda yang kekal di hidupmu?
Hanyalah kasih tak akan lekang.

Tiada yang kekal di dalam dunia,
segala-galanya pun akan lenyap,
namun kasihmu pada Tuhan Yesus
sungguh bernilai dan tinggal tetap.

Jangan menyia-nyiakan waktumu,
hibur dan tolonglah yang berkeluh.
Biarlah lampumu terus bercahaya,
Muliakanlah Tuhan di hidupmu.

Karya jerihmu demi Tuhan Yesus
kan dihargai benar oleh-Nya.
Kasih yang sudah kau tabur di dunia
Nanti kau tuai di surga mulia."
indonesia,Di Sini Ku Menghadap Wajah-Mu,Horatius Bonar,"Di sini ku menghadap wajah-Mu,
dan kepadaku, Kau nyatakanlah,
ku pegang erat rahmat kasih-Mu,
segala susah ku serahkan pada-Mu.

Pecahkan roti ku mengenang-Mu,
terima cawan-Mu ingat kasih-Mu,
tinggalkan dunia dan semua bebanku,
dan ku ditebus jadi milik-Mu.

Tak seorang pun dapat menolong,
hanya lengan-Mu yang menopangku,
dan kasih-Mu yang memuaskanku,
Kau sandaranku, Kaulah Tuhanku."
english,Thank You Lord,Seth Sykes,"Some thank the Lord for friends and home,
for mercies sure and sweet;
But I would praise Him for His grace
In prayer I would repeat;

Thank you Lord, for saving my soul,
Thank you Lord for making me whole,
Thank you Lord for giving to me,
Thy great salvation so rich and free.

Some thank Him for the flowers that grow,
some for the stars that shine;
My heart is filled with joy and praise
Because I know He is mine;

I trust in Him from day to day,
I prove His saving grace;
I will sing this song of praise to Him
Until I see His face;"
indonesia,Terus Berjalan Serta-Mu,Negro Spiritual,"Tuhan hamba mengaku, akan kelemahanku;
Pimpin aku hamba-Mu, di dunia sepanjang jalanku.
Lebih dekat kepada-Mu, itu permohonanku,
Jalan selalu serta-M, kehendak-Mu jadilah selalu.

Jika aku tenggelam, dalam dosa yang kejam;
Siapa beri peryolongan? Hanya Tuhanlah yang bantu.
Lebih dekat kepada-Mu, itu permohonanku,
Jalan selalu serta-M, kehendak-Mu jadilah selalu."
indonesia,Tuhan Ku Cinta Dikau,John E.Sung,"Tuhan ku cinta Dikau, karna ku milik-Mu,
Tinggallah di dalamku, untuk selamanya,
Tuhan ku cinta Dikau, selalu ku milik-Mu,
Karna Engkau cinta daku, mati bagiku.

Jikalau ku miliki seluruh dunia,
Tapi hilang kasih-Mu, tiada guna,
Tuhan ku cinta Dikau, selalu ku milik-Mu,
Karna Engkau cinta daku, mati bagiku.

Siapa yang di surga, dan siapa di bumi,
Hanyalah Engkau saja, yang kukasihi,
Tuhan ku cinta Dikau, selalu ku milik-Mu,
Karna Engkau cinta daku, mati bagiku."
indonesia,Iman Yang Beri Menang,Ira D. Sankey,"Serdadu Masehi yang dapat terang kau bangunlah,
berperang sebelum malam gelap selimuti langit.
Melawan musuh pakailah segenap tenagamu,
Iman itulah yang menang, yang kalahkan dunia.

Iman yang beri menang, iman yang beri menang,
Ajaib kemenangan-Nya yang kalahkan dunia.

Berpedangkan firman Tuhan, berpanjikan kasih,
Ikut jalan orang saleh penuh kemenangan.
Dengan iman mereka maju dalam peperangan,
iman yang kalahkan maut jadi perisai kita.

Selalu musuh menyerang, lawan tak berhenti,
Tinggalkan kesenanganmu dan majulah berperang.
Pakailah ketopong selamat, peganglah yang benar,
Gentarlah musuh sekalian karena sorak iman.

Yang mengalahkan musuhnya, jubah putih diberi,
Dan dalam surga namanya Tuhan mengakui.
Hai, majulah dengan terang, hati penuh kasih,
Kuasa kegelapan kalahlah demi nama Yesus."
english,O God Beyond All Praising,Michael Perry,"O God beyond all praising we worship You today;
and sing the love amazing that songs cannot repay;
for we can only wonder at every gift You send,
at blessings without number and mercies without end;
we lift our hearts before You and wait upon Your word;
we honor and adore You, our great and mighty Lord.

Then hear, O gracious Savior, accept the love we bring;
that we who know Your favor may serve You as our King,
and whether our tomorrows be filled with good or ill,
we will triumph through our sorrows and rise to bless You still;
to marvel at Your beauty and glory in Your ways;
and make a joyful duty our sacrifice of praise."
indonesia,Apa Tuhan Selalu Peduli?,Frank E. Graeff,"Apa Tuhan selalu peduli waktu ku hancur hati,
diserang Iblis, jalan penuh duri, apakah Tuhan peduli?

Ia peduli, Ia peduli, karena Dia penuh kasih.
Meskipun sukar, semua berubah, Dia tetap peduli.

Apa Tuhan selalu peduli saat cobaan pedih,
hatiku sedih, siapa peduli, apakah Tuhan peduli?

Apa Tuhan selalu peduli berpisah atau mati,
tiada yang dapat memberi simpati, apakah Tuhan peduli?"
indonesia,Kasih Kristus Beritakan ke Dunia,George William Khchin,"Kasih Kristus beritakan ke dunia,
dan tinggikan salib, sembahlah Dia.

Kemenangan-Nya pimpin hidupku,
dengan umat Tuhan, taklukkan musuh;

Tiap hamba Kristus yang telah lahir baru,
pikul salibmu dengan kuasa-Nya;

Di kayu salib Yesus ditinggikan,
tarik umat-Mu datang pada-Mu;

Pujilah Tuhan sebab kemenangan-Nya,
Dia yang tersalib penuh kuasa;"
english,Lift High The Cross,George William Khchin,"Led on their way by this triumphant sign,
The hosts of God in conquering ranks combine.

Each newborn servant of the Crucified
Bears on the brow the seal of Him Who died.

O Lord, once lifted on the glorious tree,
As thou hast promised, draw the world to Thee.

So shall our song of triumph ever be:
Praise to the Crucified for victory."
english,Will Jesus Find Us Watching?,Fanny J. Crosby,"When Jesus comes to reward His servants,
whether it be noon or night,
Faithful to Him will He find us watching
With our lamps all trimmed and bright?

O can we say we are ready, brother?
Ready for the souls bright home?
Say, will He find you and me still watching,
waiting, waiting when the Lord shall come?

If at the dawn of the early morning
He shall call us one by one,
when to the Lord we restore our talents,
Will He answer us, ""Well done?""

Have we been true to the trust He left us?
Do we seek to do our best?
If in our hearts there is naught condemns us,
We shall have a glorious rest.

Blessed are those whom the Lord finds watching,
in His glory they shall share.
If He shall come at the dawn or midnight,
Will He find us watching there?"
indonesia,Berdoalah,Traditional,"Berdoalah pada pagi, berdoalah pada siang,
berdoalah pada malam, agar tetap tentram.

Allah mendengarkan doa, menjawab tiap permohonan,
menjadikan hati tentram, rasa bahagia.

Yesus akan datang lagi, mungkin pagi, mungkin siang,
mungkin petang, mungkin malam, berjagalah terus."
english,Whisper A Prayer,Traditional,"Whisper a prayer in the morning, Whisper a prayer at noon,
Whisper a prayer in the evening, To keep your heart in tune.

God answers prayer in the morning, God answers prayer at noon,
God answers prayer in the evening, He will keep your heart in tune.

Jesus may come in the morning, Jesus may come at noon,
Jesus may come in the evening, So keep your heart in tune."
indonesia,Ikut Tuhanku,Stephen Tong,"Aku ikut, aku ikut, ikut Tuhanku,
ke sini, ke sana, hanya ikut Hu.
Ikut Yesus, ikut Yesus, ikut ke surga,
aku ikut sampai ajalku.
Dengan Roh Kudus dan dengan Firman-Nya,
Ia selalu membimbing daku.
Dalam senang, dalam susah, aku ikut Hu,
aku ikut sampai selamanya."
english,Follow Him My Lord,Stephen Tong,"I will follow, I will follow, follow Him my Lord,
everywhere, anywhere, only follow Him.
Follow Jesus, follow Jesus to my final breath,
to the heaven I will follow Him.
By His spirit and by His Holy Word,
always sufficiently guide me.
In the gladness, in the sadness, I will follow Him,
I will follow Him forevermore."
english,In Christ Alone,Stuart Townend,"In Christ alone my hope is found;
He is my light, my strength, my song;
This Cornerstone, this solid ground,
firm through the fiercest drought and storm.
What heights of love, what depths of peace,
when fear are stilled, when strivings cease!
My comforter, my all in all Here
in the love of Christ I stand.

In Christ alone, Who took on flesh,
fullness of God in helpless babe!
This gift of love and righteousness,
scorned by the ones He came to save.
Till on that cross as Jesus died,
the wrath of God was satisfied;
For every sin on Him was laid
Here in the death of Christ I live.

There in the ground His body lay,
light of the world by darkness slain;
Then bursting forth in glorious day,
up from the grave He rose again!
And as He stands in victory,
sins curse has lost its grip on me;
For I am His, and He is mine
Bought with the precious blood of Christ.

No guilt in life, no fear in death,
This is the power of Christ in me;
From lifes first cry to final breath,
Jesus commands my destiny.
No power of hell, no scheme of man,
can ever pluck me from His hand;
Till He returns or calls me home
Here in the power of Christ I will stand."
indonesia,Haleluya Puji Tuhan,Billy Kristanto,"Haleluya Puji Tuhan!
Yesus naik ke surga terang,
Dia memerintah selama-lamanya,
Mengangkatku menjadi hamba-Nya.

Haleluya Puji Tuhan!
Ku dibawa kepada-Nya,
Memerintah bersama dengan-Nya,
Ku dibawa ke dalam rumah-Nya.

Haleluya Puji Tuhan!
Ku mengikut Dia yang telah mati,
Pikul salib mati bersama Dia,
Ku dibawa ke dalam rumah-Nya."
english,When The Weary Seeking Rest,Horatius Bonar,"When the weary, seeking rest,
to Thy goodness flee;
when the heavy laden cast
all their load on Thee;
when the troubled, seeking peace,
on Thy name shall call;
when the sinner, seeking life,
at Thy feet shall fall:

Hear then in love, O Lord, the cry,
in heaven, Thy dwelling place on high.

When the stranger asks a home,
all his toils to end;
when the hungry craveth food,
and the poor a friend;
when the widows weep to Thee,
sad and lone and low;
when the orphan brings to Thee
all his orphan woe:

When the worldling, sick at heart,
lifts his soul above;
when the prodigal looks back
to his Fathers love;
when the proud man, in his pride,
stops to seek Thy face;
when the burdened brings His guilt
to Thy throne of grace:"
english,Declare His Glory,E. Margareth Clarkson,"Our God is mighty, worthy of all praising;
Sing unto Him a glad triumphant song,
He is the Lord, supreme in earth and heaven,
To Him all strength and majesty be long.

Declare His glory among the nations,
through all creation His triumph sing;
Till all earths people bow in adoration
and Jesus Christ be everlasting King.

Our God is gracious, infinite in mercy.
He bridged the hopeless gulf our sin has made,
He gave His Son to purchase our salvation,
In Jesus Christ we meet God unafraid.

Our God is faithful, He will work within us,
Fulfilling all the purpose He has planned,
Cleansing our hearts and filling with His spirit,
To make us strong to keep His last command.

Our God is sovereign over all creation,
And soon His earth shall hear His mighty voice,
With shouts of joy the King shall come in splendor,
Lift up our hearts,  confess Him and rejoice!"
english,"Hallelujah, What A Savior!",Phillip P. Bliss,"""Man of sorrows!"" What a name for the Son of God, who came,
Ruined sinners to reclaim! Halleujah, what a Saviour!

Bearing shame and scoffing rude, In my place condemned He stood,
Sealed my pardon with His blood: Hallelujah, what a Saviour!

Guilty viles and helpless we, Spotless Lamb of God was He;
Full atonement! Can it be? Hallelujah, what a Saviour!

Lifted up was He to die, ""It finished!"" was He cry;
Now in heaven exalted high: Hallelujah, what a Saviour!

When He comes our Glorious King, All His ransomed home to bring;
Then a new this song we will sing: Hallelujah, what a Saviour!"
indonesia,Meekness and Majesty,Graham Kendrick,"Meekness and majesty, Manhood and Deity,
in perfect harmony, the man who is God.
Lord of eternity dwells in humanity,
Kneels in humility, and washes our feet.

Oh what a mystery, meekness and majesty.
Bow down and worship, for this is your God.

Fathers pure radiance, perfect in innocence,
yet learns obedience to death on the cross.
Suffering to give us life, conquering through sacrifice,
and as they crucify prays, ""Father, forgive.""

Wisdom unsearchable, God the invisible,
love indestructible in frailty appears.
Lord of infinity stooping so tenderly,
lifts our humanity to the heights of His throne."
english,It Passeth Knowledge,Ira D. Sankey,"It passeth knowledge, that dear love of Thine,
my Jesus Savior! Yet this soul of mine
would of that love, in all its depth and length,
its height and breadth, and everlasting strength
know more and more.

It passeth telling, that dear love of Thine,
my Jesus Savior! Yet these lips of mine
would fain proclaim to sinners far and near,
a love which can remove all guilty fear,
and love beget.

It passeth praises, that dear love of Thine,
my Jesus Savior! Yet this heart of mine
would sing a love so rich, so full, so free,
which brought an undone sinner, such as me,
right home to God."
english,"Immortal, Invisible, God Only Wise",Traditional Welsh,"Immortal, Invisible, God only wise,
in light in accessible hid from our eyes;
Most blessed, most glorious, the Ancient of Days,
almighty, victorious, Thy great name we praise.

Unresting, unhasting and silent as light,
nor wanting, nor wasting, Thou rulest in might;
Thy justice like mountains high soaring above,
Thy clouds, which are fountains of goodness and love.

To all life Thou givest, to both great and small,
in all life Thou livest, the true life of all;
We blossom and flourish as leaves on the tree,
and wither and perish, but naught changeth Thee.

Great Father of glory, pure Father of light,
Thine angels adore Thee, all veiling their sight;
All praise we would render; O help us to see,
tis only the splendor of light hideth Thee.

All laud we would render; O help us to see
Tis only the splendor of light hideth Thee.
And so let Thy glory, Almighty, impart,
Through Christ in History, Thy Christ to the heart."
indonesia,"Haleluya, Bagi Anak Domba Allah",Dorothy I. Marx,"Haleluya, Haleluya, bagi anak Domba Allah,
Haleluya, Haleluya, karena aku ditebus-Nya.
Haleluya, Haleluya, bagi anak Domba Allah,
Haleluya, Haleluya, muliakan nama-Nya!"
english,"Haleluya, Bagi Anak Domba Allah",Dorothy I. Marx,"Hallelujah, Hallelujah to the Lamb of Calvary
Hallelujah, Hallelujah for He shed His blood for me,
Hallelujah, Hallelujah to the Lamb of Calvary,
Hallelujah, Hallelujah glorious Lamb of Calvary.

Hallelujah, Hallelujah wondrous King of Calvary,
Hallelujah, Hallelujah ever glorious victor He,
Hallelujah, Hallelujah tho hell seeks to shatter me,
Hallelujah, Hallelujah satans hosts will have to flee.

Hallelujah, Hallelujah loving Lord of Calvary,
Hallelujah, Hallelujah ever true and faithful He,
Hallelujah, Hallelujah dread storm clouds tho now I see,
Hallelujah, Hallelujah highest praise I will bring to Thee.

Hallelujah, Hallelujah Master King of Calvary,
Hallelujah, Hallelujah Thou hast wrote the victory,
Hallelujah, Hallelujah loud and honor ever to be,
Hallelujah, Hallelujah glorious Lamb of Calvary."
english,Glorious Freedom,Haldor Lillenas,"Once I was bound by sins galling fetters,
chained like a slave, I struggled in vain.
But I received a glorious freedom,
when Jesus broke my fetters in twain.

Glorious freedom, wonderful freedom,
No more in chains of sin I repine!
Jesus the glorious Emancipator,
Now and forever He shall be mine.

Freedom from all the carnal affections;
freedom from envy, hatred, and strife.
Freedom from vain and worldly ambitions;
freedom from all that saddened my life.

Freedom from pride and all sinful follies;
freedom from love and glitter of gold.
Freedom from evil, temper, and anger;
Glorious freedom rapture untold.

Freedom from fear with all of its torments;
freedom from care with all of lots pain.
Freedom in Christ, my blessed Redeemer,
He who has rent my fetters in twain."
indonesia,Doxology,Thomas Ken,"Puji Allah Bapa, Putra,
Puji Allah Rohul Kudus,
Ketiganya yang Esa;
Sumber selamat, sumber berkat.
Amin."
english,Doxology: Tallis,Thomas Ken,"Praise God from whom all blessings flow,
Praise Him all creatures here below,
Praise Him above ye heavenly host;
Praise Father, Son, and Holy Ghost.
Amen."
indonesia,Dalam Gelap Terang-Nya Bercahaya,Timothy Dudley Smith,"Dalam gelap terang-Nya bercahaya, Alleluia,
sekarang sampai selamanya, Alleluia.
Firman jadi manusia, Alleluia,
Terang hidup bagi umat-Nya,
Alleluia, Alleluia, Alleluia.

Anak Allah ke dunia, Alleluia,
Yang mencipta semesta, Alleluia.
Berpancarlah mulia-Nya, Alleluia,
Dia benar dan beranugerah,
Alleluia, Alleluia, Alleluia.

Yang percaya pada-Nya, Alleluia,
menerima hidup kekal, Alleluia.
Dia lahir dari Allah, Alleluia,
Dia kudus tiada bercela,
Alleluia, Alleluia, Alleluia.

Kristus hadir di dunia, Alleluia,
hikmat Allah di dalam Dia, Alleluia.
Firman kekal telah datang, Alleluia,
Umat-Nya Dia pimpin pulang,
Alleluia, Alleluia, Alleluia."
indonesia,Hendaklah Hidupmu Sesuai Injil-Nya,Elsa Pardosi,"Bagimu diberi kuasa, kabarkan Injil-Nya,
Dengan berani tak gentar lawan musuh kita,
Berita Injil berita selamat, terus kumandangkanlah,
pergumulan kita, tiada habisnya;

Hanya hendaklah hidupmu sesuai dengan Injil-Nya,
sepanjang hidupmu di dunia, Roh-Nya pimpin kita.

Bagimu diberi perintah, agar teguh dan setia,
Berjuang dalam iman karena kasih-Nya,
Jangan tunda melayani-Nya selagi ada masa,
perjuangan kita tak kan sia-sia;

Bagimu diberi anugrah, tuk hidup menderita,
Ikut jalan salib-Nya, menuju hidup bahagia.
Bersyukurlah pada Allah akan kebangkitan-Nya,
penderitaan kita tiada artinya;"
indonesia,Intan dan Permata,,"Engkau cari intankah untuk mahkota Yesus?
Ingat di kubangan pun ada intan yang permai.

Intan-intan dan permata, yakni jiwa yang sesat,
Segera cari lalu bawa, untuk mahkota Yesus.

Jiwa yang telah sesat, jauh dari Tuhannya,
Berseru dari lembah, angkat dari susahnya.

Bawalah kepada-Nya intan yang disucikan,
Dengan darah yang kudus, hingga suci cemerlang.

Bila waktunya tiba, kita akan berkumpul,
Di tempat amat terang, penuh kemuliaan."
indonesia,Hari Kebangkitan,John of Damascus,"Beritakanlah pada dunia kebangkitan Tuhan;
Paskah hari sukacita, Tuhan membebaskan.
Yesus mati sekarang hidup, dan naik ke surga;
Dengan sorak kemenangan kita dibawa-Nya

Bila hati kita suci Tuhan kan terlihat;
Tuhan dalam terang kekal sekarang telah bangkit.
Dan dengarlah suara-Nya dengan lembut memanggil;
Semua yang jadi milik-Nya bangkit mengikut Dia.

Surga penuh sukacita, bumi memuji Dia;
Suara kemenangan menggema meninggikan Tuhan.
Bersama mari pujilah, hai ciptaan Tuhan;
Kristus Tuhan telah bangkit, memberi sukacita."
english,"Jesus, My Lord, My God, My All",Henry Collins,"Jesus, my Lord, my God, my all
hear me, O Savior, when I call;
Hear me, and from Thy dwelling place
Pour down the riches of Thy grace;

Jesus, my Lord, whom I adore,
help me to love you more and more! Amen

Jesus, too late I search for You
to pay the debt of love I owe;
How can I sing Your worthy fame,
the glorious beauty of Your Name?

Jesus, how strong Your love must be
that You should come to die for me;
How great the joy that You have brought,
so far exceeding hope or thought!

Jesus, Your love shall be my song,
to You my heart and soul belong:
My life is Yours, O Lord divine,
and You, dear Savior, You are mine:"
english,"Tell Out, My Soul",Walter Greatorex,"Tell out, my soul, the greatness of the Lord!
Unnumbered blessings give my spirit voice;
Tender to me the promise of His word;
In God my Savior shall my heart rejoice.

Tell out, my soul, the greatness of His name!
Make known His might, the deeds His Arm has done;
His mercy sure, from age to age the same;
His holy name, the Lord, the Mighty One.

Tell out, my soul, the greatness of His might!
Powers and dominions lay their glory by.
Proud hearts and stubborn wills are put to flight,
the hungry fed, the humble lifted high.

Tell out, my soul, the glories of His word!
Firm is His promise, and His mercy sure.
Tell out, my soul, the greatness of the Lord
to childrens children and forevermore!"
