language,title,author,lyrics
english,Come Thou Almighty King,Felice de Giardini,"Come, Thou Almighty King,
Help us Thy name to sing,
help us to praise!
Father all glorious,
Over all victorious,
come and reign over us,
Ancient of Days!

Come, Thou incarnate Word,
Gird on Thy mighty sword,
our prayer attend.
Come and Thy people bless,
and give Thy word success,
establish Thy righteousness,
Savior and Friend!

Come, holy Comforter,
Thy sacred witness bear
in this glad hour.
Thou, who almighty art,
Now rule in every heart,
And never from us depart,
Spirit of power!

To the great One in Three,
Eternal praises be
hence evermore!
His sovereign majesty
May we in glory see,
and to eternity,
love and adore!"
indonesia,Yang Letih Datanglah Pada-Nya,Horatius Bonar,"Yang letih bergegaslah, datang pada-Nya;
yang menanggung beban berat, serahkan pada-Nya;
yang resah memohonlah kan sentosa-Nya;
yang berdosa inginkan hidup kekal-Nya.
O, Tuhanku, berikan rahmat-Mu,
dengarlah seruan anak-Mu.

Yang kecewa hatinya, mohon pada-Nya;
yang berpaling dari-Nya, cepat pulanglah!
Yang congkak bertobatlah di hadapan-Nya;
yang berdosa sadarlah, agar diampuni-Nya.

Yang mengelana rindukan rumah sanaknya;
yang menderita berharap sabda hidup-Nya;
yang tersesat hidupnya, mohon rahmat-Nya;
yang berjuang tuk menang, sandarlah pada-Nya.

Yang muda atau tua, dan anak semua,
yang percaya pada-Nya, rindu wajah-Nya,
yang menderita susah, serulah pada-Nya,
yang tak terpelihara, mohonlah pada-Nya.

O, Tuhanku, berikan rahmat-Mu,
dengarlah seruan anak-Mu. Amin."
indonesia,Tercurah Darah Tuhanku,William Cowper,"Tercurah darah Tuhanku di bukit Golgota;
yang mau bertobat, ditebus, terhapus dosanya,
terhapus dosanya, terhapus dosanya
yang mau bertobat, ditebus, terhapus dosanya.

Darah-Mu ya Anak Domba, sungguh berkuasa
sehingga selamat umat-Mu dan suci selamanya,
dan suci selamanya, dan suci selamanya,
sehingga selamat umat-Mu dan suci selamanya.

Sejak kupandang salib-Mu dengan iman teguh,
kasih-Mulah kupuji terus seumur hidupku,
seumur hidupku, seumur hidupku,
kasih-Mulah kupuji terus seumur hidupku."
indonesia,Sungguh Hidup Penebusku,J. Brown Pounds,"Sungguh hiduplah Penebusku
dan kini pun di dunia.
Sungguh hidup kekal bagiku
dan kuasa di tangan-Nya.

Sungguh-sungguh hidup Tuhanku
dan kini pun di dunia.
Sungguh-sungguh hidup bagiku
dan kuasa di tangan-Nya.

Sungguh janji-Nya terlaksana
dan firman-Nya tak binasa.
Meski maut merusak raga,
ku kan datang kepada-Nya.

Sungguh bagiku disiapkan
tempat tinggal di dekat-Nya.
Sungguh besarlah kasih Tuhan,
kelak aku dijemput-Nya."
indonesia,Ikut Dikau Saja Tuhan,Johan de Heer,"Ikut dikau saja, Tuhan, jalan damai bagiku;
Aku selamat dan sentosa hanya oleh darah-Mu.

Aku ingin ikut Dikau dan mengabdi pada-Mu;
dalam Dikau, Juruselamat, ku bahagia penuh!

Ikut Dikau di sengsara, karena janji-Mu teguh;
atas kuasa kegelapan ku menang bersama-Mu.

Ikut dan menyangkal diri, aku buang yang fana;
hanya turut kehendak-Mu dan pada-Mu berserah.

Ikut dalam kesucian, lahir batin yang bersih;
aku rindu mengikuti teladan yang Kauberi."
indonesia,Maukah Engkau Menang,C. S. Kauffman,"Maukah engkau menang atas tiap musuh
Kalahkan cobaan di dalam dunia
Lawan pencobaan, setiap hari
Selalu dekat Yesus, Dia peliharamu

Selalu dekat Yesus, sepanjang hidupmu.
Tiada yang memisahkan, kau dari-Nya
Susah atau senang atau apa pun,
Selalu dekat Yesus, Dia peliharamu.

Banyak yang bersedih dan putus asa
Penghiburan damai sedang ditunggu
Bawa sukacita pada mereka
Selalu dekat Yesus, Dia peliharamu

Tiap harikah engkau bertemu Tuhan?
Menikmati Dia beri kemurahan
Mendengar firman-Nya, doa tak jemu
Selalu dekat Yesus, Dia peliharamu."
english,Keep In Touch With Jesus,C. S. Kauffman,"Would you be a victor over every foe,
Conquer every trial in this world below;
Overcome temptations that each day you meet?
Keep in touch with Jesus; He will keep you sweet.

Keep in touch with Jesus, though the path be dim;
Let no cloud nor shadow sever you from Him.
Joy or sorrow greet you, friend or foe you meet,
Keep in touch with Jesus; He will keep you sweet.

Many hearts are broken—oft an aching breast
Waits the message spoken that will give it rest;
You perhaps can bring them joy and peace complete,
Keep in touch with Jesus; He will keep you sweet.

Would you have communion with your Lord each day,
Have a blessed union with Him all the way;
Praying without ceasing, learning at His feet?
Keep in touch with Jesus; He will keep you sweet."
indonesia,Ku Rindu Kerajaan-Mu,Timothy Dwight,"Ku rindu Kerajaan-Mu,
tempat Kau bertakhta,
gereja yang telah Kau tebus
dengan darah kudus.

Ku cinta gereja-Mu
yang selalu Kau pimpin,
seperti biji mata Tuhan
Kau beri pengasihan.

Doa kupanjatkan
atas gereja-Mu,
melayani di rumah-Mu
sepanjang umurku.

Dengan sukacita
ku kan persembahkan
perjamuan, janji kudus,
pujian, dan kasih.

Kebenaran-Mulah
menetap di Sion,
cahaya mulia milik dunia
takluk pada surga."
indonesia,Alam Semesta Memuliakan Allah,Joseph Addison,"Alam semesta yang luas,
cakrawala yang membentang,
bintang di langit bersinar,
surya beri terang, musim berganti.
Memasyhurkan ciptaan-Nya,
yang menyatakan kuasa-Nya,
dan hikmat-Nya Maha Besar,
nyatalah pada umat-Nya.

Sejak dulu tak bersurut,
kisah lama dituturkan,
surya, bulan dicipta-Nya,
alam semesta dan isinya.
Allah yang menghaturkannya,
bergemerlapan di langit,
yang memuji Sang Pencipta,
bersaksi pada umat-Nya.

Malam sunyi tetap hening,
bintang-bintang lintas lalu,
tetap terang dan bersinar,
sejak dulu tak berubah.
Tertampak wajah serinya,
terdengar kidung puji Dia,
Maha ajaib dan heranlah,
karya Allah Sang Pencipta."
indonesia,Muka Dengan Muka,Carrie E. Breck,"Muka dengan muka nanti, tampak Tuhan padaku.
Sangat indah dan mulia Yesus Juruselamatku.

Muka dengan muka nyata wajah Yesus bagiku.
Agung sungguh dan mulia, Tuhan Yesus Rajaku.

Sekarang tirai menutupi wajah Yesus bagiku,
tapi nanti akan nyata kemuliaan Tuhanku.

Sukacita tak terhingga di hadapan Rajaku,
bila saatnya telah tiba, ku melihat Tuhanku."
indonesia,Ya Anak Kecil,Jerman 1650,"Ya Anak kecil, ya Anak lembut,
Engkau diutus Bapa-Mu
Dan dari surga mulia Kau jadi hamba terendah,
Ya Anak kecil, ya Anak lembut

Ya Anak kecil, ya Anak lembut,
segala dosa Kautebus;
Kau hantar kami, umat-Mu, ke hadapan Tuhan Allah,
Ya Anak kecil, ya Anak lembut.

Ya Anak kecil, ya Anak lembut,
Kau turun dari takhta-Mu;
Engkau beri bahagia pengganti duka dunia,
Ya Anak kecil, ya Anak lembut.

Ya Anak kecil, ya Anak lembut,
Kau citra kasih Bapa-Mu;
nurani kami bakarlah dengan kasih-Mu selamanya,
ya Anak kecil, ya Anak lembut.

Ya Anak kecil, ya Anak lembut,
pada-Mu kami bertelut,
sejiwa raga milik-Mu dan serahkan diri pada-Mu,
ya Anak kecil, ya Anak lembut."
indonesia,Roti Hidup Jiwa,Mary A. Lathbury; A. Groves,"Roti hidup jiwa, Kau Tuhanku,
Bagikanlah kepada murid-Mu.
Seberang kitab kudus, kucari Hu.
Ku rindu pada-Mu Firman hidup.

Berkati firman-Mu di dalamku,
melimpah, memberkati umat-Mu.
Belenggu dan ikatan dilepaskan;
Tuhan sumber hidup memberi tenteram.

Yesus roti hidup, bekal diri,
Pecahkan tubuh-Nya lambang roti.
Jiwaku puaslah bersama-Nya.
Korbankan diri-Nya, ku hiduplah.

Roh Hu bekerjalah di dalamku,
membuka mata serta hatiku.
Kebenaran firman-Mu nyatakanlah,
menuntun diriku kenal Tuhan."
indonesia,Yesus Aku Berjanji,John E. Bode,"Yesus, aku berjanji menjadi hamba-Mu.
Tinggallah dekat aku, Tuhan sahabatku.
Tiada aku takut kan bahaya dahsyat;
jikalau Tuhan pimpin, tiada ku sesat.

Ya, Yesus, kepadaku berikanlah sabda-Mu.
Suara-Mu yang lembut tenangkan hatiku.
Hiburkan daku selalu, ku mau taat pada-Mu.
Firman-Mu beri tuntunan, Kaulah pelindungku.

Tuhan sudah berjanji, segala yang setia
kelak akan disambut ikut masuk surga.
Dan aku pun berjanji pada-Mu mengabdi,
kiranya kelak ku ikut ke surga abadi."
indonesia,Berilah Hormat pada Hu,,"Berilah hormat pada Hu, berilah hormat pada Allah
Berilah hormat pada Hu, patut pujilah terus.
Puji Allah Pemberi berkat,
puji Allah segala bangsa
puji Allah yang tertinggi,
puji Bapa Putra dan Roh.

Berilah hormat pada Hu, berilah hormat pada Hu
Mulia, mulia, mulia, mulia, berilah hormat pada-Nya.
Mulia, mulia, mulia, mulia, berilah hormat pada-Nya."
english,Glory To God In The Highest,,"Glory to God in the highest! Glory to God! Glory to God!
Glory to God in the highest! Shall be our song today;
Another year's rich mercies
prove His ceaseless care and boundless love;
So let our loudest voices raise
our glad and grateful song of praise.

Glory to God in the highest! Glory to God in the highest!
Glory, glory, glory, glory, Glory be to God on high!
Glory, glory, glory, glory, Glory be to God on high!

Glory to God in the highest! Glory to God! Glory to God!
Glory to God in the highest! Shall be our song today;
O, may we, an unbroken band,
around the throne of Jesus stand,
And there with angels and the throng,
of His redeemed ones, join the song."
indonesia,Yesus Sahabat Sejati,Joseph Scriven,"Yesus sahabat sejati yang memberikan sentosa
Tiap hal boleh kubawa dalam doa pada-Nya
Bila hatiku gelisah aku salah dan lemah
karena lalai serahkan hidup dalam doa pada-Nya

Jika oleh pencobaan kacau balau hidupmu
Jangan lagi putus asa pada Tuhan berseru
Yesus kawan yang setia tidak ada taranya
Ia tahu kelemahanmu naikkan doa pada-Nya

Adakah hatimu susah berbeban serta lelah
Yesuslah pelindung kita naikkan doa pada-Nya
Walau handai tak setia Yesus kawan yang baka
Ia mau menghibur kita naikkan doa pada-Nya."
indonesia,Telah Tumbuh Tunas Baru,German Carol 15th c.,"Telah tumbuh tunas baru, di keturunan Daud
Yang pada masa lalu nabi bernubuat
Sekarang telah genap, terang kasih-Nya bersinar
Di tengah malam gelap.

Ini maksud Yesaya dengan nubuatnya
Lahir seorang Putera, Maria bunda-Nya
Mari sambut Dia, lahir di malam senyap
Juruselamat dunia.

Kemuliaan-Nya yang megah terangi dunia ini
Keharuman merekah memenuhi bumi
Dia selamatkan kita sungguhlah Dia Tuhan
Dan sungguh manusia."
indonesia,Iman Umat-Mu Yang Hidup,Frederick W.,"Iman umat-Mu hidup terus,
walau pedang mengancamnya.
Hati kami pun bersuka,
mendengar iman hidup terus.
Iman umat-Mu yang kudus,
sampai akhir ku setia terus.

Pahlawan iman yang dibelenggu,
hati, akalnya tak terbelenggu.
Berbahagia mengikut-Nya,
rela mati untuk Tuhan.

Iman umat-Mu hidup terus,
mengalahkan godaan dunia.
Kuasa kebenaran firman
membebaskan umat Tuhan.

Iman umat-Mu yang tulus
mengasihi sesamanya.
Tutur kata dan perbuatan
menyatakan kasih Tuhan."
indonesia,Adakah Tempat bagi Yesus?,Daniel W. Whittle,"Adakah tempat buat Yesus,
Dia yang memikul dosamu.
Ia ketuk pintu hatimu,
apakah kau terima Dia?

Tempat bagi Tuhan Yesus,
taatlah kan firman-Nya,
Bukalah pintu hatimu,
selagi berkesempatan.

Kau beri tempat bagi dunia,
tak beri tempat bagi Kristus.
Dalam hati Ia kan masuk,
bagimu Ia tersalib.

Adakah tempat buat Yesus,
Ia memanggil sekali lagi.
hari ini untuk terima,
besok kau kan terlambat."
indonesia,"Tunjukkan Jalan-Mu, O Tuhanku",B. Mansell Ramsey,"Tunjukkan jalan-Mu, o, Tuhanku!
Mohon Kau pimpinku ke jalan-Mu!
Ke jalan yang lurus, memandang Tuhanku,
terang surga pimpinku ke jalan-Mu.

Sewaktu ku susah, tiada senang,
Kau yang memimpinku ke jalan-Mu!
Saat ku sendiri, dan ku tak mengerti,
mohon Kau pimpinku ke jalan-Mu.

Saat awan gelap, ku takutlah,
mohon Kau pimpinku ke jalan-Mu!
Cerah atau hujan, jalan tak menentu,
mohon Kau pimpinku ke jalan-Mu.

Ajalku tibalah, kan jumpa-Mu,
tetap Kau pimpinku ke jalan-Mu!
Sampai hidup usai, mahkota menunggu,
mohon Kau pimpinku ke jalan-Mu."
indonesia,Kasih Allah,F. M. Lehman,"Kasih Allah amat besar dan tak dapat dilukiskan,
lebih tinggi dari bintang namun mencapai dunia,
mengaruniakan Anak-Nya, memberi kemenangan,
Mendamaikan dan mengampuni orang-orang berdosa.

Kasih-Nya Hu tak terduga, betapa kayanya,
Tetap dinyanyikan malaikat dan orang suci-Nya.

Walau dengan dawat selaut, langit dijadikan kertas,
tiap batang sebagai pena dan tiap orang penulis,
tak mungkin akan menuliskan kasih Allah yang besar,
Langit dari timur ke barat tak akan memuatnya.

Yang bercacat dikasihani, diampuni, disembuhkan.
Kasih Allah tak terbatas, kau pun dapat menikmati.
Walau dunia ini berakhir dan kuasanya lenyap,
Kasih Allah tetaplah teguh kekal selama-lamanya."
indonesia,Tuhan Menjagamu,Civilia D. Martin,"Apa pun juga menimpamu, Tuhan menjagamu
Kasih-Nya memeliharamu, Tuhan menjagamu

Tuhan menjagamu, waktu tenang atau gamang
Tuhan kan menjagamu, sepanjang hidupmu.

Meski gagal dalam kerjamu, Tuhan menjagamu
Dan bahaya menghadang jalanmu, Tuhan menjagamu

Tuhan sediakan yang kau perlu, Tuhan menjagamu
Dan didengarkan-Nya doamu, Tuhan menjagamu

Ujian apa pun yang kau tempuh, Tuhan menjagamu
Sandar Tuhan jangan kau ragu, Tuhan menjagamu"
indonesia,Bernyanyilah Merdu,"Jerman, Latin abad 14-15","Bernyanyilah merdu penuh dengan syukur
Juruselamat dunia dan Surya Hidupmu
Terbaring di palungan di malam yang kudus
Yesus Penebus, Yesus Penebus

O Bayi yang lemah, hatiku hiburlah
Berikanlah berkat-Mu curahkan kurnia
Dan bimbinglah jalanku di dalam dunia
Raja Mulia, Raja Mulia

Pada-Mu yang lembut ku datang bertelut
Kau menangguung dosa seluruh umat-Mu
Dan Kau beri Sentosa mengganti kemelut
Ku sembah sujud, ku sembah sujud

Di Surga bergema, nyanyian Gloria
Segenap malaikat memuji Tuhannya
Sejahtera dan selamat mengisi dunia
Selama-lamanya, selama-lamanya"
indonesia,Jadilah Visiku,Mary E. Bryne; Eleanor H. Hull,"Kaulah, ya Tuhan, Surya hidupku
Asal kau ada, yang lain tak perlu
Siang dan malam Engkau kukenang
Di hadirat-Mu jiwaku tenang

Kaulah Hikmatku, Firman hidupku
Kau besertaku dan ku serta-Mu
Engkau Bapaku, aku anak-Mu
Dengan-Mu, Tuhan, ku satu penuh

Kaulah bagiku tempat berteduh
Kaulah perisai dan benteng teguh
Sukacitaku kekal dalam-Mu
Kuasa surgawi, Engkau kuasaku

Tak kuhiraukan pujian fana,
Hanya Engkaulah pusaka baka
Raja di surga, Engkau bagiku
Harta abadi bahagia penuh

Bila saatnya kelak ku menang
Terimalah daku di surga cerlang
Apa pun kini hendak kutemu
Kaulah ya Tuhan Surya hidupku."
english,Be Thou My Vision,Mary E. Bryne; Eleanor H. Hull,"Be Thou my Vision, O Lord of my heart;
be all else but naught to me, save that Thou art;
Thou my best thought by day or by night,
Waking and sleeping, Thy presence my light.

Be Thou my Wisdom, and Thou my true Word;
I ever with Thee, and Thou with me, Lord;
Thou my great Father, and I Thy true son;
Thou in me dwelling, and I with Thee one.

Be Thou my battle shield, Sword for the fight;
be Thou my Dignity, Thou my delight
Thou my soul's Shelter, Thou my high Tower,
Raise Thou me heavenward, O Power of my power.

Riches I heed not, nor man's empty praise;
Thou mine inheritance, now and always;
Thou and Thou only, first in my heart,
High King of heaven, my Treasure Thou art.

High King of heaven, my victory won,
May I reach Heaven's joys, O bright Heaven's Sun
Heart of my own heart, whatever befall,
still be my vision, O Ruler of all."
indonesia,Pakailah Waktumu,William D. Longstaff,"Pakailah waktumu, doa pada-Nya,
carilah Tuhanmu, terima firman-Nya.
Kasihi umat-Nya, tolong yang lemah,
jangan kau lupakan doa pada-Nya.

Pakailah waktumu, dekat pada-Nya,
untuk bersekutu bersama Tuhan.
Pandanglah wajah-Nya, lebih mirip Dia,
nyatakan kasihmu dalam hidupmu.

Pakailah waktumu, ikut Tuhanmu,
sepanjang hidupmu jalan serta-Nya.
Suka atau duka, tetap ikut Dia,
pandanglah Tuhanmu, sandar pada-Nya.

Pakailah waktumu, tenangkan jiwa,
tiap motif, pikiran Dia kendalikan.
Ke dalam kasih-Nya Roh-Nya memimpin,
agar pelayananmu menyenangkan-Nya."
english,Take Time To Be Holy,William D. Longstaff,"Take time to be holy,
speak oft with thy Lord;
Abide in Him always,
and feed on His Word.
Make friends of God's children,
help those who are weak,
Forgetting in nothing
His blessing to seek.

Take time to be holy,
the world rushes on;
Spend much time in secret,
with Jesus alone.
By looking to Jesus,
like Him thou shalt be;
Thy friends in thy conduct
His likeness shall see.

Take time to be holy,
let Him be thy Guide;
And run not before Him,
whatever betide.
In joy or in sorrow,
still follow the Lord,
And, looking to Jesus,
still trust in His Word.

Take time to be holy,
be calm in thy soul,
Each thought and each motive
beneath His control.
Thus led by His Spirit
to fountains of love,
Thou soon shalt be fitted
for service above."
indonesia,Juruselamat Yang Ajaib,Elisha A. Hoffman,"Kristus menebus dosaku, Juruselamat yang Ajaib
Kubebaslah dari dosa, Juruselamat yang Ajaib

Betapa ajaib Yesus Tuhan Juruselamat
Juruselamat yang ajaib Tuhanku Yesus.

Darah Yesus membersihkan, Juruselamat yang Ajaib
Jiwaku pun diterima-Nya, Juruselamat yang Ajaib

Hatiku disucikan-Nya, Juruselamat yang Ajaib
Dia memerintah hidupku, Juruselamat yang Ajaib

Ku diberi-Nya kekuatan, Juruselamat yang Ajaib
Dan menang atas cobaan, Juruselamat yang Ajaib"
indonesia,Sudahkah yang Terbaik Kuberikan?,Ensign Edwin Young,"Sudahkah yang terbaik kuberikan
kepada Yesus, Tuhanku?
Besar pengorbanan-Nya di Kalvari!
Diharap-Nya terbaik dariku.

Berapa yang terhilang telah kucari,
dan kulepaskan yang terbelenggu?
Sudahkah yang terbaik kuberikan
kepada Yesus, Tuhanku?

Begitu banyak waktu yang kupunya,
sedikit kuberi pada-Nya.
Karena ku kurang mengasihi Yesus,
mungkinkah hancur pula hati-Nya?

Telah kuperhatikankah sesama,
atau kubiarkan binasa?
Ku patut menghantarnya pada Kristus
dan kasih Tuhan harus kusebar.

Tak lagi ku tinggal di dalam dosa,
ku ingin memberitakannya.
Tentang kasih Juruselamat yang kekal,
pada dunia yang sedang binasa."
